po_id,material_id,supplier_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,unit_cost,on_time,delay_days
PO-000253,MAT-API-012,SUP-04,2023-09-24,2023-11-23,2023-11-23,2309.9,0.129,True,0
PO-000254,MAT-API-033,SUP-01,2023-09-24,2023-11-18,2023-11-18,1710.2,0.087,True,0
PO-000255,MAT-EXC-05,SUP-05,2023-09-24,2023-10-04,2023-10-04,136480.1,0.0151,True,0
PO-000256,MAT-API-005,SUP-01,2023-10-01,2023-11-25,2023-12-05,1199.0,0.203,False,10
PO-000257,MAT-API-007,SUP-03,2023-10-01,2023-10-31,2023-10-31,503.5,0.545,True,0
PO-000258,MAT-API-021,SUP-01,2023-10-01,2023-11-25,2023-11-25,4450.2,0.093,True,0
PO-000259,MAT-API-022,SUP-02,2023-10-01,2023-11-18,2023-12-06,1228.8,0.522,False,18
PO-000260,MAT-EXC-01,SUP-05,2023-10-01,2023-10-11,2023-10-11,51044.7,0.0079,True,0
PO-000261,MAT-EXC-02,SUP-05,2023-10-01,2023-10-11,2023-10-11,118135.6,0.0197,True,0
PO-000262,MAT-PKG-03,SUP-07,2023-10-01,2023-10-15,2023-10-15,49141.0,0.0153,True,0
PO-000263,MAT-PKG-04,SUP-06,2023-10-01,2023-10-09,2023-10-09,30246.4,0.031,True,0
PO-000264,MAT-API-019,SUP-03,2023-10-08,2023-11-07,2023-11-07,420.3,3.947,True,0
PO-000265,MAT-API-031,SUP-03,2023-10-08,2023-11-07,2023-11-07,4618.1,0.15,True,0
PO-000266,MAT-API-037,SUP-01,2023-10-08,2023-12-02,2023-12-02,540.7,0.142,True,0
PO-000267,MAT-API-039,SUP-03,2023-10-08,2023-11-07,2023-11-07,603.2,0.438,True,0
PO-000268,MAT-EXC-03,SUP-08,2023-10-08,2023-10-26,2023-10-26,297050.3,0.0131,True,0
PO-000269,MAT-PKG-01,SUP-06,2023-10-08,2023-10-16,2023-10-16,1294291.3,0.0596,True,0
PO-000270,MAT-API-001,SUP-01,2023-10-15,2023-12-09,2023-12-27,2414.7,0.095,False,18
PO-000271,MAT-API-010,SUP-02,2023-10-15,2023-12-02,2023-12-18,4167.1,0.196,False,16
PO-000272,MAT-API-027,SUP-03,2023-10-15,2023-11-14,2023-11-14,382.3,0.084,True,0
PO-000273,MAT-API-029,SUP-01,2023-10-15,2023-12-09,2023-12-09,2536.6,0.057,True,0
PO-000274,MAT-API-030,SUP-02,2023-10-15,2023-12-02,2023-12-02,5167.4,0.074,True,0
PO-000275,MAT-API-042,SUP-02,2023-10-15,2023-12-02,2023-12-02,470.7,17.503,True,0
PO-000276,MAT-EXC-04,SUP-08,2023-10-15,2023-11-02,2023-11-02,245428.7,0.0145,True,0
PO-000277,MAT-EXC-05,SUP-05,2023-10-15,2023-10-25,2023-10-25,97826.5,0.0151,True,0
PO-000278,MAT-PKG-02,SUP-06,2023-10-15,2023-10-23,2023-10-23,42833.9,0.0161,True,0
PO-000279,MAT-PKG-04,SUP-06,2023-10-15,2023-10-23,2023-10-23,33254.7,0.031,True,0
PO-000280,MAT-API-006,SUP-02,2023-10-22,2023-12-09,2023-12-09,1892.7,0.243,True,0
PO-000281,MAT-API-011,SUP-03,2023-10-22,2023-11-21,2023-11-21,2420.6,0.115,True,0
PO-000282,MAT-API-013,SUP-01,2023-10-22,2023-12-16,2023-12-16,1038.5,0.187,True,0
PO-000283,MAT-API-040,SUP-04,2023-10-22,2023-12-21,2023-12-21,813.6,0.164,True,0
PO-000284,MAT-EXC-01,SUP-05,2023-10-22,2023-11-01,2023-11-08,50791.2,0.0079,False,7
PO-000285,MAT-EXC-02,SUP-05,2023-10-22,2023-11-01,2023-11-01,129876.6,0.0197,True,0
PO-000286,MAT-PKG-03,SUP-07,2023-10-22,2023-11-05,2023-11-20,55809.9,0.0153,False,15
PO-000287,MAT-API-014,SUP-02,2023-10-29,2023-12-16,2023-12-16,2137.9,0.09,True,0
PO-000288,MAT-API-015,SUP-03,2023-10-29,2023-11-28,2023-11-28,1547.2,0.076,True,0
PO-000289,MAT-API-018,SUP-02,2023-10-29,2023-12-16,2023-12-16,1604.8,0.886,True,0
PO-000290,MAT-API-020,SUP-04,2023-10-29,2023-12-28,2023-12-28,5625.6,0.063,True,0
PO-000291,MAT-API-023,SUP-03,2023-10-29,2023-11-28,2023-11-28,836.9,2.346,True,0
PO-000292,MAT-API-032,SUP-04,2023-10-29,2023-12-28,2023-12-28,1559.0,0.111,True,0
PO-000293,MAT-API-034,SUP-02,2023-10-29,2023-12-16,2023-12-16,2167.3,0.147,True,0
PO-000294,MAT-API-035,SUP-03,2023-10-29,2023-11-28,2023-11-28,1411.6,0.165,True,0
PO-000295,MAT-API-038,SUP-02,2023-10-29,2023-12-16,2023-12-16,973.7,1.129,True,0
PO-000296,MAT-PKG-01,SUP-06,2023-10-29,2023-11-06,2023-11-06,1400641.4,0.0596,True,0
PO-000297,MAT-PKG-04,SUP-06,2023-10-29,2023-11-06,2023-11-06,35811.1,0.031,True,0
PO-000298,MAT-API-017,SUP-01,2023-11-05,2023-12-30,2023-12-30,684.8,16.675,True,0
PO-000299,MAT-API-026,SUP-02,2023-11-05,2023-12-23,2023-12-23,523.6,0.155,True,0
PO-000300,MAT-EXC-03,SUP-08,2023-11-05,2023-11-23,2023-11-23,325623.4,0.0131,True,0
PO-000301,MAT-EXC-05,SUP-05,2023-11-05,2023-11-15,2023-11-15,119525.4,0.0151,True,0
PO-000302,MAT-API-008,SUP-04,2023-11-12,2024-01-11,2024-01-28,1141.2,2.983,False,17
PO-000303,MAT-API-024,SUP-04,2023-11-12,2024-01-11,2024-01-11,2026.8,0.147,True,0
PO-000304,MAT-EXC-01,SUP-05,2023-11-12,2023-11-22,2023-11-22,58358.7,0.0079,True,0
PO-000305,MAT-EXC-02,SUP-05,2023-11-12,2023-11-22,2023-11-22,134818.7,0.0197,True,0
PO-000306,MAT-EXC-04,SUP-08,2023-11-12,2023-11-30,2023-11-30,225688.8,0.0145,True,0
PO-000307,MAT-PKG-02,SUP-06,2023-11-12,2023-11-20,2023-11-20,47708.0,0.0161,True,0
PO-000308,MAT-API-002,SUP-02,2023-11-19,2024-01-06,2024-01-06,3702.4,0.134,True,0
PO-000309,MAT-API-036,SUP-04,2023-11-19,2024-01-18,2024-01-27,1111.8,0.107,False,9
PO-000310,MAT-PKG-01,SUP-06,2023-11-19,2023-11-27,2023-11-27,1073095.3,0.0596,True,0
PO-000311,MAT-API-003,SUP-03,2023-11-26,2023-12-26,2023-12-26,864.6,0.193,True,0
PO-000312,MAT-API-007,SUP-03,2023-11-26,2023-12-26,2023-12-26,437.7,0.545,True,0
PO-000313,MAT-API-019,SUP-03,2023-11-26,2023-12-26,2023-12-26,450.6,3.947,True,0
PO-000314,MAT-API-022,SUP-02,2023-11-26,2024-01-13,2024-01-13,1254.5,0.522,True,0
PO-000315,MAT-API-025,SUP-01,2023-11-26,2024-01-20,2024-01-20,2325.1,0.156,True,0
PO-000316,MAT-API-027,SUP-03,2023-11-26,2023-12-26,2023-12-26,344.7,0.084,True,0
PO-000317,MAT-API-028,SUP-04,2023-11-26,2024-01-25,2024-01-25,2654.1,0.288,True,0
PO-000318,MAT-API-031,SUP-03,2023-11-26,2023-12-26,2023-12-26,4029.4,0.15,True,0
PO-000319,MAT-API-033,SUP-01,2023-11-26,2024-01-20,2024-02-03,1652.9,0.087,False,14
PO-000320,MAT-EXC-05,SUP-05,2023-11-26,2023-12-06,2023-12-06,125348.1,0.0151,True,0
PO-000321,MAT-PKG-04,SUP-06,2023-11-26,2023-12-04,2023-12-04,49233.0,0.031,True,0
PO-000322,MAT-API-005,SUP-01,2023-12-03,2024-01-27,2024-01-27,1056.4,0.203,True,0
PO-000323,MAT-API-009,SUP-01,2023-12-03,2024-01-27,2024-02-13,673.4,0.28,False,17
PO-000324,MAT-API-039,SUP-03,2023-12-03,2024-01-02,2024-01-02,719.2,0.438,True,0
PO-000325,MAT-API-041,SUP-01,2023-12-03,2024-01-27,2024-01-27,946.7,0.248,True,0
PO-000326,MAT-API-042,SUP-02,2023-12-03,2024-01-20,2024-01-20,501.0,17.503,True,0
PO-000327,MAT-EXC-01,SUP-05,2023-12-03,2023-12-13,2023-12-30,51964.2,0.0079,False,17
PO-000328,MAT-EXC-03,SUP-08,2023-12-03,2023-12-21,2023-12-21,291546.5,0.0131,True,0
PO-000329,MAT-PKG-03,SUP-07,2023-12-03,2023-12-17,2023-12-17,62007.4,0.0153,True,0
PO-000330,MAT-API-004,SUP-04,2023-12-10,2024-02-08,2024-02-20,3653.3,0.058,False,12
PO-000331,MAT-API-016,SUP-04,2023-12-10,2024-02-08,2024-02-08,2212.7,0.22,True,0
PO-000332,MAT-API-021,SUP-01,2023-12-10,2024-02-03,2024-02-03,4426.8,0.093,True,0
PO-000333,MAT-API-023,SUP-03,2023-12-10,2024-01-09,2024-01-09,719.1,2.346,True,0
PO-000334,MAT-API-035,SUP-03,2023-12-10,2024-01-09,2024-01-09,1503.8,0.165,True,0
PO-000335,MAT-EXC-02,SUP-05,2023-12-10,2023-12-20,2023-12-20,155576.4,0.0197,True,0
PO-000336,MAT-PKG-01,SUP-06,2023-12-10,2023-12-18,2023-12-18,1438978.7,0.0596,True,0
PO-000337,MAT-PKG-02,SUP-06,2023-12-10,2023-12-18,2023-12-18,47708.0,0.0161,True,0
PO-000338,MAT-API-006,SUP-02,2023-12-17,2024-02-03,2024-02-03,1585.3,0.243,True,0
PO-000339,MAT-API-030,SUP-02,2023-12-17,2024-02-03,2024-02-03,4358.2,0.074,True,0
PO-000340,MAT-API-037,SUP-01,2023-12-17,2024-02-10,2024-02-10,548.3,0.142,True,0
PO-000341,MAT-EXC-04,SUP-08,2023-12-17,2024-01-04,2024-01-04,229609.7,0.0145,True,0
PO-000342,MAT-EXC-05,SUP-05,2023-12-17,2023-12-27,2023-12-27,95525.0,0.0151,True,0
PO-000343,MAT-PKG-04,SUP-06,2023-12-17,2023-12-25,2023-12-25,35809.8,0.031,True,0
PO-000344,MAT-API-015,SUP-03,2023-12-24,2024-01-23,2024-02-02,1584.7,0.076,False,10
PO-000345,MAT-API-034,SUP-02,2023-12-24,2024-02-10,2024-02-10,2119.2,0.147,True,0
PO-000346,MAT-API-001,SUP-01,2023-12-31,2024-02-24,2024-02-24,2742.4,0.095,True,0
PO-000347,MAT-API-010,SUP-02,2023-12-31,2024-02-17,2024-02-17,4381.5,0.196,True,0
PO-000348,MAT-API-011,SUP-03,2023-12-31,2024-01-30,2024-01-30,2131.8,0.115,True,0
PO-000349,MAT-API-012,SUP-04,2023-12-31,2024-02-29,2024-02-29,2449.4,0.129,True,0
PO-000350,MAT-API-014,SUP-02,2023-12-31,2024-02-17,2024-02-17,2121.8,0.09,True,0
PO-000351,MAT-API-029,SUP-01,2023-12-31,2024-02-24,2024-02-24,2521.5,0.057,True,0
PO-000352,MAT-API-032,SUP-04,2023-12-31,2024-02-29,2024-02-29,1541.3,0.111,True,0
PO-000353,MAT-API-040,SUP-04,2023-12-31,2024-02-29,2024-02-29,782.2,0.164,True,0
PO-000354,MAT-EXC-02,SUP-05,2023-12-31,2024-01-10,2024-01-10,115525.2,0.0197,True,0
PO-000355,MAT-EXC-03,SUP-08,2023-12-31,2024-01-18,2024-01-18,301021.0,0.0131,True,0
PO-000356,MAT-PKG-01,SUP-06,2023-12-31,2024-01-08,2024-01-08,1331645.7,0.0596,True,0
PO-000357,MAT-API-013,SUP-01,2024-01-07,2024-03-02,2024-03-11,1003.4,0.187,False,9
PO-000358,MAT-API-027,SUP-03,2024-01-07,2024-02-06,2024-02-06,351.6,0.084,True,0
PO-000359,MAT-API-031,SUP-03,2024-01-07,2024-02-06,2024-02-06,4081.7,0.15,True,0
PO-000360,MAT-EXC-01,SUP-05,2024-01-07,2024-01-17,2024-01-17,54517.5,0.0079,True,0
PO-000361,MAT-EXC-05,SUP-05,2024-01-07,2024-01-17,2024-02-05,121702.4,0.0151,False,19
PO-000362,MAT-PKG-03,SUP-07,2024-01-07,2024-01-21,2024-02-10,68239.8,0.0153,False,20
PO-000363,MAT-API-007,SUP-03,2024-01-14,2024-02-13,2024-02-13,500.6,0.545,True,0
PO-000364,MAT-API-018,SUP-02,2024-01-14,2024-03-02,2024-03-02,1536.3,0.886,True,0
PO-000365,MAT-API-019,SUP-03,2024-01-14,2024-02-13,2024-02-24,429.1,3.947,False,11
PO-000366,MAT-API-020,SUP-04,2024-01-14,2024-03-14,2024-03-14,5637.8,0.063,True,0
PO-000367,MAT-API-023,SUP-03,2024-01-14,2024-02-13,2024-02-13,665.2,2.346,True,0
PO-000368,MAT-API-024,SUP-04,2024-01-14,2024-03-14,2024-03-29,2181.8,0.147,False,15
PO-000369,MAT-API-039,SUP-03,2024-01-14,2024-02-13,2024-02-13,574.5,0.438,True,0
PO-000370,MAT-PKG-02,SUP-06,2024-01-14,2024-01-22,2024-01-22,45353.7,0.0161,True,0
PO-000371,MAT-PKG-04,SUP-06,2024-01-14,2024-01-22,2024-01-22,33460.8,0.031,True,0
PO-000372,MAT-API-003,SUP-03,2024-01-21,2024-02-20,2024-02-20,1053.4,0.193,True,0
PO-000373,MAT-API-026,SUP-02,2024-01-21,2024-03-09,2024-03-09,554.5,0.155,True,0
PO-000374,MAT-API-035,SUP-03,2024-01-21,2024-02-20,2024-02-20,1542.5,0.165,True,0
PO-000375,MAT-API-038,SUP-02,2024-01-21,2024-03-09,2024-03-09,1035.0,1.129,True,0
PO-000376,MAT-API-042,SUP-02,2024-01-21,2024-03-09,2024-03-09,476.1,17.503,True,0
PO-000377,MAT-EXC-02,SUP-05,2024-01-21,2024-01-31,2024-01-31,139192.6,0.0197,True,0
PO-000378,MAT-EXC-04,SUP-08,2024-01-21,2024-02-08,2024-02-08,246709.1,0.0145,True,0
PO-000379,MAT-PKG-01,SUP-06,2024-01-21,2024-01-29,2024-01-29,1353930.3,0.0596,True,0
PO-000380,MAT-API-002,SUP-02,2024-01-28,2024-03-16,2024-03-16,3682.0,0.134,True,0
PO-000381,MAT-API-022,SUP-02,2024-01-28,2024-03-16,2024-03-16,1466.2,0.522,True,0
PO-000382,MAT-API-033,SUP-01,2024-01-28,2024-03-23,2024-03-23,1422.4,0.087,True,0
PO-000383,MAT-API-036,SUP-04,2024-01-28,2024-03-28,2024-04-17,1116.5,0.107,False,20
PO-000384,MAT-EXC-01,SUP-05,2024-01-28,2024-02-07,2024-02-07,67061.0,0.0079,True,0
PO-000385,MAT-EXC-03,SUP-08,2024-01-28,2024-02-15,2024-02-15,315220.2,0.0131,True,0
PO-000386,MAT-API-015,SUP-03,2024-02-04,2024-03-05,2024-03-05,1624.8,0.076,True,0
PO-000387,MAT-PKG-04,SUP-06,2024-02-04,2024-02-12,2024-02-12,49896.2,0.031,True,0
PO-000388,MAT-API-005,SUP-01,2024-02-11,2024-04-06,2024-04-06,1111.8,0.203,True,0
PO-000389,MAT-API-009,SUP-01,2024-02-11,2024-04-06,2024-04-06,679.3,0.28,True,0
PO-000390,MAT-API-011,SUP-03,2024-02-11,2024-03-12,2024-03-12,2185.7,0.115,True,0
PO-000391,MAT-API-017,SUP-01,2024-02-11,2024-04-06,2024-04-24,684.4,16.675,False,18
PO-000392,MAT-API-021,SUP-01,2024-02-11,2024-04-06,2024-04-06,4380.6,0.093,True,0
PO-000393,MAT-API-025,SUP-01,2024-02-11,2024-04-06,2024-04-06,1971.4,0.156,True,0
PO-000394,MAT-EXC-02,SUP-05,2024-02-11,2024-02-21,2024-02-21,133092.7,0.0197,True,0
PO-000395,MAT-PKG-01,SUP-06,2024-02-11,2024-02-19,2024-02-19,1153695.2,0.0596,True,0
PO-000396,MAT-PKG-02,SUP-06,2024-02-11,2024-02-19,2024-02-19,42830.8,0.0161,True,0
PO-000397,MAT-API-008,SUP-04,2024-02-18,2024-04-18,2024-04-18,1264.2,2.983,True,0
PO-000398,MAT-API-027,SUP-03,2024-02-18,2024-03-19,2024-03-19,382.2,0.084,True,0
PO-000399,MAT-API-028,SUP-04,2024-02-18,2024-04-18,2024-04-29,2804.8,0.288,False,11
PO-000400,MAT-API-030,SUP-02,2024-02-18,2024-04-06,2024-04-06,4019.9,0.074,True,0
PO-000401,MAT-API-031,SUP-03,2024-02-18,2024-03-19,2024-03-19,4335.0,0.15,True,0
PO-000402,MAT-API-034,SUP-02,2024-02-18,2024-04-06,2024-04-06,2171.2,0.147,True,0
PO-000403,MAT-EXC-01,SUP-05,2024-02-18,2024-02-28,2024-02-28,60059.9,0.0079,True,0
PO-000404,MAT-EXC-04,SUP-08,2024-02-18,2024-03-07,2024-03-07,239272.5,0.0145,True,0
PO-000405,MAT-EXC-05,SUP-05,2024-02-18,2024-02-28,2024-02-28,120812.1,0.0151,True,0
PO-000406,MAT-PKG-03,SUP-07,2024-02-18,2024-03-03,2024-03-15,51262.8,0.0153,False,12
PO-000407,MAT-API-006,SUP-02,2024-02-25,2024-04-13,2024-04-13,1528.8,0.243,True,0
PO-000408,MAT-API-014,SUP-02,2024-02-25,2024-04-13,2024-04-13,2190.2,0.09,True,0
PO-000409,MAT-API-016,SUP-04,2024-02-25,2024-04-25,2024-04-25,1665.5,0.22,True,0
PO-000410,MAT-API-041,SUP-01,2024-02-25,2024-04-20,2024-04-20,898.0,0.248,True,0
PO-000411,MAT-EXC-03,SUP-08,2024-02-25,2024-03-14,2024-04-03,291075.5,0.0131,False,20
PO-000412,MAT-API-003,SUP-03,2024-03-03,2024-04-02,2024-04-02,805.4,0.193,True,0
PO-000413,MAT-API-007,SUP-03,2024-03-03,2024-04-02,2024-04-02,446.8,0.545,True,0
PO-000414,MAT-API-019,SUP-03,2024-03-03,2024-04-02,2024-04-02,397.3,3.947,True,0
PO-000415,MAT-API-035,SUP-03,2024-03-03,2024-04-02,2024-04-02,1501.6,0.165,True,0
PO-000416,MAT-EXC-02,SUP-05,2024-03-03,2024-03-13,2024-03-13,149737.5,0.0197,True,0
PO-000417,MAT-PKG-01,SUP-06,2024-03-03,2024-03-11,2024-03-11,1424352.6,0.0596,True,0
PO-000418,MAT-PKG-04,SUP-06,2024-03-03,2024-03-11,2024-03-11,47308.5,0.031,True,0
PO-000419,MAT-API-013,SUP-01,2024-03-10,2024-05-04,2024-05-04,880.2,0.187,True,0
PO-000420,MAT-API-023,SUP-03,2024-03-10,2024-04-09,2024-04-09,809.9,2.346,True,0
PO-000421,MAT-API-039,SUP-03,2024-03-10,2024-04-09,2024-04-20,715.9,0.438,False,11
PO-000422,MAT-PKG-02,SUP-06,2024-03-10,2024-03-18,2024-03-18,40255.4,0.0161,True,0
PO-000423,MAT-API-001,SUP-01,2024-03-17,2024-05-11,2024-05-15,2855.3,0.095,False,4
PO-000424,MAT-API-004,SUP-04,2024-03-17,2024-05-16,2024-05-16,4178.4,0.058,True,0
PO-000425,MAT-API-010,SUP-02,2024-03-17,2024-05-04,2024-05-04,4151.5,0.196,True,0
PO-000426,MAT-API-024,SUP-04,2024-03-17,2024-05-16,2024-05-16,1953.9,0.147,True,0
PO-000427,MAT-API-026,SUP-02,2024-03-17,2024-05-04,2024-05-09,563.0,0.155,False,5
PO-000428,MAT-API-029,SUP-01,2024-03-17,2024-05-11,2024-05-29,2724.9,0.057,False,18
PO-000429,MAT-API-042,SUP-02,2024-03-17,2024-05-04,2024-05-04,456.7,17.503,True,0
PO-000430,MAT-EXC-01,SUP-05,2024-03-17,2024-03-27,2024-03-27,68252.1,0.0079,True,0
PO-000431,MAT-EXC-05,SUP-05,2024-03-17,2024-03-27,2024-03-27,140009.8,0.0151,True,0
PO-000432,MAT-API-011,SUP-03,2024-03-24,2024-04-23,2024-04-23,2014.1,0.115,True,0
PO-000433,MAT-API-015,SUP-03,2024-03-24,2024-04-23,2024-05-06,1531.3,0.076,False,13
PO-000434,MAT-API-018,SUP-02,2024-03-24,2024-05-11,2024-05-11,1660.6,0.886,True,0
PO-000435,MAT-API-031,SUP-03,2024-03-24,2024-04-23,2024-04-23,4285.2,0.15,True,0
PO-000436,MAT-API-037,SUP-01,2024-03-24,2024-05-18,2024-05-18,681.0,0.142,True,0
PO-000437,MAT-EXC-02,SUP-05,2024-03-24,2024-04-03,2024-04-03,135007.9,0.0197,True,0
PO-000438,MAT-EXC-03,SUP-08,2024-03-24,2024-04-11,2024-04-11,277185.3,0.0131,True,0
PO-000439,MAT-EXC-04,SUP-08,2024-03-24,2024-04-11,2024-04-11,218091.2,0.0145,True,0
PO-000440,MAT-PKG-01,SUP-06,2024-03-24,2024-04-01,2024-04-01,1360337.4,0.0596,True,0
PO-000441,MAT-PKG-03,SUP-07,2024-03-24,2024-04-07,2024-04-07,80540.3,0.0153,True,0
PO-000442,MAT-PKG-04,SUP-06,2024-03-24,2024-04-01,2024-04-01,31754.2,0.031,True,0
PO-000443,MAT-API-012,SUP-04,2024-03-31,2024-05-30,2024-05-30,2324.3,0.129,True,0
PO-000444,MAT-API-022,SUP-02,2024-03-31,2024-05-18,2024-05-18,1237.2,0.522,True,0
PO-000445,MAT-API-027,SUP-03,2024-03-31,2024-04-30,2024-04-30,335.3,0.084,True,0
PO-000446,MAT-API-032,SUP-04,2024-03-31,2024-05-30,2024-05-30,1889.4,0.111,True,0
PO-000447,MAT-API-038,SUP-02,2024-03-31,2024-05-18,2024-05-18,966.8,1.129,True,0
PO-000448,MAT-API-002,SUP-02,2024-04-07,2024-05-25,2024-05-25,3691.8,0.134,True,0
PO-000449,MAT-API-033,SUP-01,2024-04-07,2024-06-01,2024-06-01,1632.5,0.087,True,0
PO-000450,MAT-API-040,SUP-04,2024-04-07,2024-06-06,2024-06-06,992.0,0.164,True,0
PO-000451,MAT-EXC-01,SUP-05,2024-04-07,2024-04-17,2024-04-23,58322.9,0.0079,False,6
PO-000452,MAT-PKG-02,SUP-06,2024-04-07,2024-04-15,2024-04-15,45940.3,0.0161,True,0
PO-000453,MAT-API-006,SUP-02,2024-04-14,2024-06-01,2024-06-01,1420.9,0.243,True,0
PO-000454,MAT-API-020,SUP-04,2024-04-14,2024-06-13,2024-06-13,6326.6,0.063,True,0
PO-000455,MAT-API-021,SUP-01,2024-04-14,2024-06-08,2024-06-08,4224.9,0.093,True,0
PO-000456,MAT-API-034,SUP-02,2024-04-14,2024-06-01,2024-06-01,2277.1,0.147,True,0
PO-000457,MAT-API-035,SUP-03,2024-04-14,2024-05-14,2024-05-14,1385.8,0.165,True,0
PO-000458,MAT-API-036,SUP-04,2024-04-14,2024-06-13,2024-06-29,1078.9,0.107,False,16
PO-000459,MAT-EXC-05,SUP-05,2024-04-14,2024-04-24,2024-05-04,140956.7,0.0151,False,10
PO-000460,MAT-PKG-01,SUP-06,2024-04-14,2024-04-22,2024-04-22,1352038.4,0.0596,True,0
PO-000461,MAT-API-005,SUP-01,2024-04-21,2024-06-15,2024-06-21,1051.2,0.203,False,6
PO-000462,MAT-API-007,SUP-03,2024-04-21,2024-05-21,2024-06-05,488.9,0.545,False,15
PO-000463,MAT-API-009,SUP-01,2024-04-21,2024-06-15,2024-06-15,658.2,0.28,True,0
PO-000464,MAT-API-019,SUP-03,2024-04-21,2024-05-21,2024-05-21,419.9,3.947,True,0
PO-000465,MAT-API-023,SUP-03,2024-04-21,2024-05-21,2024-05-21,657.5,2.346,True,0
PO-000466,MAT-EXC-02,SUP-05,2024-04-21,2024-05-01,2024-05-01,173314.6,0.0197,True,0
PO-000467,MAT-EXC-04,SUP-08,2024-04-21,2024-05-09,2024-05-20,209679.9,0.0145,False,11
PO-000468,MAT-PKG-04,SUP-06,2024-04-21,2024-04-29,2024-04-29,46260.2,0.031,True,0
PO-000469,MAT-API-003,SUP-03,2024-04-28,2024-05-28,2024-05-28,1057.0,0.193,True,0
PO-000470,MAT-API-008,SUP-04,2024-04-28,2024-06-27,2024-06-27,1165.4,2.983,True,0
PO-000471,MAT-API-014,SUP-02,2024-04-28,2024-06-15,2024-06-15,2031.0,0.09,True,0
PO-000472,MAT-API-017,SUP-01,2024-04-28,2024-06-22,2024-06-22,621.5,16.675,True,0
PO-000473,MAT-API-025,SUP-01,2024-04-28,2024-06-22,2024-07-08,2219.1,0.156,False,16
PO-000474,MAT-API-031,SUP-03,2024-04-28,2024-05-28,2024-05-28,4040.1,0.15,True,0
PO-000475,MAT-EXC-01,SUP-05,2024-04-28,2024-05-08,2024-05-08,53809.3,0.0079,True,0
PO-000476,MAT-EXC-03,SUP-08,2024-04-28,2024-05-16,2024-05-16,273784.1,0.0131,True,0
PO-000477,MAT-PKG-03,SUP-07,2024-04-28,2024-05-12,2024-05-12,72281.1,0.0153,True,0
PO-000478,MAT-API-011,SUP-03,2024-05-05,2024-06-04,2024-06-04,1928.8,0.115,True,0
PO-000479,MAT-API-013,SUP-01,2024-05-05,2024-06-29,2024-06-29,916.2,0.187,True,0
PO-000480,MAT-API-039,SUP-03,2024-05-05,2024-06-04,2024-06-04,700.3,0.438,True,0
PO-000481,MAT-API-042,SUP-02,2024-05-05,2024-06-22,2024-06-22,478.5,17.503,True,0
PO-000482,MAT-PKG-01,SUP-06,2024-05-05,2024-05-13,2024-05-13,1375646.7,0.0596,True,0
PO-000483,MAT-PKG-02,SUP-06,2024-05-05,2024-05-13,2024-05-13,44923.8,0.0161,True,0
PO-000484,MAT-API-015,SUP-03,2024-05-12,2024-06-11,2024-06-11,1524.0,0.076,True,0
PO-000485,MAT-API-026,SUP-02,2024-05-12,2024-06-29,2024-06-29,529.8,0.155,True,0
PO-000486,MAT-API-028,SUP-04,2024-05-12,2024-07-11,2024-07-11,2838.5,0.288,True,0
PO-000487,MAT-EXC-02,SUP-05,2024-05-12,2024-05-22,2024-05-22,118621.0,0.0197,True,0
PO-000488,MAT-EXC-05,SUP-05,2024-05-12,2024-05-22,2024-05-22,102397.7,0.0151,True,0
PO-000489,MAT-EXC-04,SUP-08,2024-05-19,2024-06-06,2024-06-06,195770.7,0.0145,True,0
PO-000490,MAT-PKG-03,SUP-07,2024-05-19,2024-06-02,2024-06-02,48464.8,0.0153,True,0
PO-000491,MAT-PKG-04,SUP-06,2024-05-19,2024-05-27,2024-06-08,48848.6,0.031,False,12
PO-000492,MAT-API-010,SUP-02,2024-05-26,2024-07-13,2024-07-13,4165.2,0.196,True,0
PO-000493,MAT-API-024,SUP-04,2024-05-26,2024-07-25,2024-08-09,1984.3,0.147,False,15
PO-000494,MAT-API-027,SUP-03,2024-05-26,2024-06-25,2024-06-25,374.7,0.084,True,0
PO-000495,MAT-API-035,SUP-03,2024-05-26,2024-06-25,2024-07-15,1469.6,0.165,False,20
PO-000496,MAT-API-041,SUP-01,2024-05-26,2024-07-20,2024-08-03,854.5,0.248,False,14
PO-000497,MAT-EXC-01,SUP-05,2024-05-26,2024-06-05,2024-06-05,70772.3,0.0079,True,0
PO-000498,MAT-EXC-03,SUP-08,2024-05-26,2024-06-13,2024-06-13,311521.4,0.0131,True,0
PO-000499,MAT-PKG-01,SUP-06,2024-05-26,2024-06-03,2024-06-03,1214508.0,0.0596,True,0
PO-000500,MAT-API-001,SUP-01,2024-06-02,2024-07-27,2024-07-27,2492.1,0.095,True,0
PO-000501,MAT-API-016,SUP-04,2024-06-02,2024-08-01,2024-08-01,2136.1,0.22,True,0
PO-000502,MAT-API-023,SUP-03,2024-06-02,2024-07-02,2024-07-02,670.3,2.346,True,0
PO-000503,MAT-API-029,SUP-01,2024-06-02,2024-07-27,2024-07-27,2137.7,0.057,True,0
PO-000504,MAT-API-030,SUP-02,2024-06-02,2024-07-20,2024-07-20,5140.5,0.074,True,0
PO-000505,MAT-API-037,SUP-01,2024-06-02,2024-07-27,2024-07-27,541.1,0.142,True,0
PO-000506,MAT-EXC-02,SUP-05,2024-06-02,2024-06-12,2024-06-12,143498.4,0.0197,True,0
