batch_id,product_id,plant_id,production_date,expiry_date,quantity_produced,qc_pass
BATCH-000349,SKU-009,PLANT-B,2024-06-17,2026-06-17,21667,True
BATCH-000350,SKU-009,PLANT-B,2024-07-05,2026-07-05,17104,True
BATCH-000351,SKU-009,PLANT-B,2024-07-23,2026-07-23,22545,True
BATCH-000352,SKU-009,PLANT-B,2024-08-08,2026-08-08,18876,True
BATCH-000353,SKU-009,PLANT-B,2024-08-23,2026-08-23,18313,True
BATCH-000354,SKU-009,PLANT-B,2024-09-09,2026-09-09,22004,True
BATCH-000355,SKU-009,PLANT-B,2024-09-27,2026-09-27,19664,True
BATCH-000356,SKU-009,PLANT-B,2024-10-14,2026-10-14,18564,True
BATCH-000357,SKU-009,PLANT-B,2024-10-30,2026-10-30,17487,True
BATCH-000358,SKU-009,PLANT-B,2024-11-15,2026-11-15,18206,True
BATCH-000359,SKU-009,PLANT-B,2024-12-03,2026-12-03,17908,True
BATCH-000360,SKU-009,PLANT-B,2024-12-23,2026-12-23,17566,True
BATCH-000361,SKU-010,PLANT-A,2022-12-23,2025-06-10,67895,True
BATCH-000362,SKU-010,PLANT-A,2023-01-16,2025-07-04,52592,True
BATCH-000363,SKU-010,PLANT-A,2023-02-09,2025-07-28,64363,True
BATCH-000364,SKU-010,PLANT-A,2023-03-06,2025-08-22,51938,True
BATCH-000365,SKU-010,PLANT-A,2023-03-31,2025-09-16,52394,True
BATCH-000366,SKU-010,PLANT-A,2023-04-24,2025-10-10,51206,True
BATCH-000367,SKU-010,PLANT-A,2023-05-16,2025-11-01,64401,True
BATCH-000368,SKU-010,PLANT-A,2023-06-12,2025-11-28,61590,True
BATCH-000369,SKU-010,PLANT-A,2023-07-05,2025-12-21,55567,True
BATCH-000370,SKU-010,PLANT-A,2023-07-27,2026-01-12,52282,True
BATCH-000371,SKU-010,PLANT-A,2023-08-21,2026-02-06,60790,True
BATCH-000372,SKU-010,PLANT-A,2023-09-14,2026-03-02,57629,True
BATCH-000373,SKU-010,PLANT-A,2023-10-09,2026-03-27,55428,True
BATCH-000374,SKU-010,PLANT-A,2023-11-03,2026-04-21,65197,True
BATCH-000375,SKU-010,PLANT-A,2023-11-27,2026-05-15,60503,True
BATCH-000376,SKU-010,PLANT-A,2023-12-25,2026-06-12,57090,True
BATCH-000377,SKU-010,PLANT-A,2024-01-22,2026-07-10,51461,True
BATCH-000378,SKU-010,PLANT-A,2024-02-16,2026-08-04,57703,True
BATCH-000379,SKU-010,PLANT-A,2024-03-11,2026-08-28,64030,True
BATCH-000380,SKU-010,PLANT-A,2024-04-02,2026-09-19,63593,True
BATCH-000381,SKU-010,PLANT-A,2024-04-29,2026-10-16,57201,True
BATCH-000382,SKU-010,PLANT-A,2024-05-22,2026-11-08,52973,True
BATCH-000383,SKU-010,PLANT-A,2024-06-17,2026-12-04,68227,True
BATCH-000384,SKU-010,PLANT-A,2024-07-12,2026-12-29,57228,False
BATCH-000385,SKU-010,PLANT-A,2024-08-05,2027-01-22,64345,True
BATCH-000386,SKU-010,PLANT-A,2024-08-28,2027-02-14,62745,True
BATCH-000387,SKU-010,PLANT-A,2024-09-19,2027-03-08,63640,True
BATCH-000388,SKU-010,PLANT-A,2024-10-15,2027-04-03,58563,True
BATCH-000389,SKU-010,PLANT-A,2024-11-06,2027-04-25,68500,True
BATCH-000390,SKU-010,PLANT-A,2024-11-29,2027-05-18,57334,True
BATCH-000391,SKU-010,PLANT-A,2024-12-23,2027-06-11,57898,True
BATCH-000392,SKU-011,PLANT-A,2022-12-15,2025-06-02,49195,True
BATCH-000393,SKU-011,PLANT-A,2023-01-09,2025-06-27,48017,True
BATCH-000394,SKU-011,PLANT-A,2023-01-31,2025-07-19,46563,True
BATCH-000395,SKU-011,PLANT-A,2023-02-24,2025-08-12,50814,True
BATCH-000396,SKU-011,PLANT-A,2023-03-16,2025-09-01,46589,True
BATCH-000397,SKU-011,PLANT-A,2023-04-07,2025-09-23,43568,True
BATCH-000398,SKU-011,PLANT-A,2023-05-01,2025-10-17,48785,True
BATCH-000399,SKU-011,PLANT-A,2023-05-22,2025-11-07,47623,True
BATCH-000400,SKU-011,PLANT-A,2023-06-13,2025-11-29,51918,True
BATCH-000401,SKU-011,PLANT-A,2023-07-05,2025-12-21,48798,True
BATCH-000402,SKU-011,PLANT-A,2023-07-25,2026-01-10,50250,True
BATCH-000403,SKU-011,PLANT-A,2023-08-15,2026-01-31,56096,True
BATCH-000404,SKU-011,PLANT-A,2023-09-04,2026-02-20,45693,True
BATCH-000405,SKU-011,PLANT-A,2023-09-27,2026-03-15,56603,True
BATCH-000406,SKU-011,PLANT-A,2023-10-17,2026-04-04,52484,True
BATCH-000407,SKU-011,PLANT-A,2023-11-07,2026-04-25,44179,True
BATCH-000408,SKU-011,PLANT-A,2023-11-30,2026-05-18,48478,False
BATCH-000409,SKU-011,PLANT-A,2023-12-25,2026-06-12,51890,True
BATCH-000410,SKU-011,PLANT-A,2024-01-16,2026-07-04,54408,True
BATCH-000411,SKU-011,PLANT-A,2024-02-09,2026-07-28,44092,True
BATCH-000412,SKU-011,PLANT-A,2024-03-01,2026-08-18,44734,True
BATCH-000413,SKU-011,PLANT-A,2024-03-21,2026-09-07,46032,True
BATCH-000414,SKU-011,PLANT-A,2024-04-11,2026-09-28,43913,True
BATCH-000415,SKU-011,PLANT-A,2024-05-01,2026-10-18,43010,True
BATCH-000416,SKU-011,PLANT-A,2024-05-23,2026-11-09,51225,True
BATCH-000417,SKU-011,PLANT-A,2024-06-17,2026-12-04,55320,True
BATCH-000418,SKU-011,PLANT-A,2024-07-08,2026-12-25,52452,True
BATCH-000419,SKU-011,PLANT-A,2024-08-01,2027-01-18,50814,True
BATCH-000420,SKU-011,PLANT-A,2024-08-26,2027-02-12,49837,True
BATCH-000421,SKU-011,PLANT-A,2024-09-18,2027-03-07,56375,True
BATCH-000422,SKU-011,PLANT-A,2024-10-09,2027-03-28,56561,True
BATCH-000423,SKU-011,PLANT-A,2024-10-31,2027-04-19,45328,True
BATCH-000424,SKU-011,PLANT-A,2024-11-25,2027-05-14,46792,True
BATCH-000425,SKU-011,PLANT-A,2024-12-18,2027-06-06,55744,True
BATCH-000426,SKU-012,PLANT-A,2022-12-26,2025-06-13,30871,True
BATCH-000427,SKU-012,PLANT-A,2023-01-18,2025-07-06,39171,True
BATCH-000428,SKU-012,PLANT-A,2023-02-13,2025-08-01,35659,True
BATCH-000429,SKU-012,PLANT-A,2023-03-08,2025-08-24,39054,True
BATCH-000430,SKU-012,PLANT-A,2023-03-30,2025-09-15,32950,True
BATCH-000431,SKU-012,PLANT-A,2023-04-25,2025-10-11,32294,True
BATCH-000432,SKU-012,PLANT-A,2023-05-22,2025-11-07,35510,True
BATCH-000433,SKU-012,PLANT-A,2023-06-14,2025-11-30,38859,True
BATCH-000434,SKU-012,PLANT-A,2023-07-10,2025-12-26,31726,True
BATCH-000435,SKU-012,PLANT-A,2023-08-01,2026-01-17,31022,True
BATCH-000436,SKU-012,PLANT-A,2023-08-28,2026-02-13,30132,True
BATCH-000437,SKU-012,PLANT-A,2023-09-22,2026-03-10,37547,True
BATCH-000438,SKU-012,PLANT-A,2023-10-16,2026-04-03,34792,True
BATCH-000439,SKU-012,PLANT-A,2023-11-09,2026-04-27,29627,True
BATCH-000440,SKU-012,PLANT-A,2023-12-04,2026-05-22,34957,True
BATCH-000441,SKU-012,PLANT-A,2023-12-28,2026-06-15,38931,True
BATCH-000442,SKU-012,PLANT-A,2024-01-19,2026-07-07,36820,True
BATCH-000443,SKU-012,PLANT-A,2024-02-12,2026-07-31,31818,True
BATCH-000444,SKU-012,PLANT-A,2024-03-07,2026-08-24,29603,True
BATCH-000445,SKU-012,PLANT-A,2024-03-29,2026-09-15,33003,True
BATCH-000446,SKU-012,PLANT-A,2024-04-22,2026-10-09,30927,True
BATCH-000447,SKU-012,PLANT-A,2024-05-16,2026-11-02,33540,True
BATCH-000448,SKU-012,PLANT-A,2024-06-07,2026-11-24,35750,True
BATCH-000449,SKU-012,PLANT-A,2024-07-02,2026-12-19,36743,True
BATCH-000450,SKU-012,PLANT-A,2024-07-26,2027-01-12,33962,True
BATCH-000451,SKU-012,PLANT-A,2024-08-20,2027-02-06,38182,True
BATCH-000452,SKU-012,PLANT-A,2024-09-12,2027-03-01,34889,True
BATCH-000453,SKU-012,PLANT-A,2024-10-07,2027-03-26,39600,True
BATCH-000454,SKU-012,PLANT-A,2024-10-31,2027-04-19,32028,True
BATCH-000455,SKU-012,PLANT-A,2024-11-26,2027-05-15,36341,True
BATCH-000456,SKU-012,PLANT-A,2024-12-23,2027-06-11,30491,True
BATCH-000457,SKU-013,PLANT-A,2022-12-23,2024-12-22,21383,True
BATCH-000458,SKU-013,PLANT-A,2023-01-09,2025-01-08,19978,True
BATCH-000459,SKU-013,PLANT-A,2023-01-25,2025-01-24,16919,True
BATCH-000460,SKU-013,PLANT-A,2023-02-07,2025-02-06,17375,True
BATCH-000461,SKU-013,PLANT-A,2023-02-20,2025-02-19,20329,True
BATCH-000462,SKU-013,PLANT-A,2023-03-08,2025-03-07,19794,True
BATCH-000463,SKU-013,PLANT-A,2023-03-27,2025-03-26,18612,True
BATCH-000464,SKU-013,PLANT-A,2023-04-11,2025-04-10,16339,True
BATCH-000465,SKU-013,PLANT-A,2023-04-25,2025-04-24,17684,True
BATCH-000466,SKU-013,PLANT-A,2023-05-10,2025-05-09,17005,True
BATCH-000467,SKU-013,PLANT-A,2023-05-24,2025-05-23,17420,True
BATCH-000468,SKU-013,PLANT-A,2023-06-06,2025-06-05,19375,True
BATCH-000469,SKU-013,PLANT-A,2023-06-21,2025-06-20,19048,True
BATCH-000470,SKU-013,PLANT-A,2023-07-07,2025-07-06,20834,True
BATCH-000471,SKU-013,PLANT-A,2023-07-24,2025-07-23,18591,True
BATCH-000472,SKU-013,PLANT-A,2023-08-09,2025-08-08,17445,True
BATCH-000473,SKU-013,PLANT-A,2023-08-22,2025-08-21,17954,True
BATCH-000474,SKU-013,PLANT-A,2023-09-07,2025-09-06,20510,True
BATCH-000475,SKU-013,PLANT-A,2023-09-21,2025-09-20,16046,True
BATCH-000476,SKU-013,PLANT-A,2023-10-06,2025-10-05,16663,True
BATCH-000477,SKU-013,PLANT-A,2023-10-19,2025-10-18,21546,True
BATCH-000478,SKU-013,PLANT-A,2023-11-02,2025-11-01,18529,True
BATCH-000479,SKU-013,PLANT-A,2023-11-20,2025-11-19,17715,True
BATCH-000480,SKU-013,PLANT-A,2023-12-04,2025-12-03,16216,True
BATCH-000481,SKU-013,PLANT-A,2023-12-18,2025-12-17,16222,True
BATCH-000482,SKU-013,PLANT-A,2024-01-01,2025-12-31,20909,True
BATCH-000483,SKU-013,PLANT-A,2024-01-15,2026-01-14,19389,True
BATCH-000484,SKU-013,PLANT-A,2024-01-29,2026-01-28,21062,True
BATCH-000485,SKU-013,PLANT-A,2024-02-15,2026-02-14,20916,True
BATCH-000486,SKU-013,PLANT-A,2024-03-04,2026-03-04,17220,True
BATCH-000487,SKU-013,PLANT-A,2024-03-19,2026-03-19,21647,True
BATCH-000488,SKU-013,PLANT-A,2024-04-03,2026-04-03,20091,True
BATCH-000489,SKU-013,PLANT-A,2024-04-18,2026-04-18,19807,True
BATCH-000490,SKU-013,PLANT-A,2024-05-02,2026-05-02,20257,True
BATCH-000491,SKU-013,PLANT-A,2024-05-16,2026-05-16,17822,True
BATCH-000492,SKU-013,PLANT-A,2024-06-03,2026-06-03,16074,True
BATCH-000493,SKU-013,PLANT-A,2024-06-17,2026-06-17,19077,True
BATCH-000494,SKU-013,PLANT-A,2024-07-01,2026-07-01,18607,True
BATCH-000495,SKU-013,PLANT-A,2024-07-18,2026-07-18,19978,True
BATCH-000496,SKU-013,PLANT-A,2024-08-01,2026-08-01,21614,True
BATCH-000497,SKU-013,PLANT-A,2024-08-15,2026-08-15,20466,True
BATCH-000498,SKU-013,PLANT-A,2024-08-29,2026-08-29,17381,True
BATCH-000499,SKU-013,PLANT-A,2024-09-16,2026-09-16,16334,True
BATCH-000500,SKU-013,PLANT-A,2024-10-01,2026-10-01,18031,True
BATCH-000501,SKU-013,PLANT-A,2024-10-16,2026-10-16,19920,True
BATCH-000502,SKU-013,PLANT-A,2024-10-30,2026-10-30,21183,True
BATCH-000503,SKU-013,PLANT-A,2024-11-13,2026-11-13,17245,True
BATCH-000504,SKU-013,PLANT-A,2024-11-28,2026-11-28,16947,True
BATCH-000505,SKU-013,PLANT-A,2024-12-13,2026-12-13,17435,True
BATCH-000506,SKU-013,PLANT-A,2024-12-30,2026-12-30,18072,True
BATCH-000507,SKU-014,PLANT-A,2022-12-27,2025-06-14,27549,True
BATCH-000508,SKU-014,PLANT-A,2023-01-10,2025-06-28,23801,True
BATCH-000509,SKU-014,PLANT-A,2023-01-25,2025-07-13,26355,True
BATCH-000510,SKU-014,PLANT-A,2023-02-08,2025-07-27,25102,True
BATCH-000511,SKU-014,PLANT-A,2023-02-21,2025-08-09,24412,True
BATCH-000512,SKU-014,PLANT-A,2023-03-06,2025-08-22,29316,True
BATCH-000513,SKU-014,PLANT-A,2023-03-21,2025-09-06,29759,True
BATCH-000514,SKU-014,PLANT-A,2023-04-04,2025-09-20,23609,True
BATCH-000515,SKU-014,PLANT-A,2023-04-17,2025-10-03,31011,True
BATCH-000516,SKU-014,PLANT-A,2023-05-03,2025-10-19,30017,True
BATCH-000517,SKU-014,PLANT-A,2023-05-22,2025-11-07,26396,True
BATCH-000518,SKU-014,PLANT-A,2023-06-05,2025-11-21,28302,True
BATCH-000519,SKU-014,PLANT-A,2023-06-22,2025-12-08,30716,True
BATCH-000520,SKU-014,PLANT-A,2023-07-05,2025-12-21,26455,True
BATCH-000521,SKU-014,PLANT-A,2023-07-19,2026-01-04,25389,True
BATCH-000522,SKU-014,PLANT-A,2023-08-03,2026-01-19,25081,True
BATCH-000523,SKU-014,PLANT-A,2023-08-16,2026-02-01,28630,True
BATCH-000524,SKU-014,PLANT-A,2023-09-01,2026-02-17,26290,True
BATCH-000525,SKU-014,PLANT-A,2023-09-18,2026-03-06,29223,True
BATCH-000526,SKU-014,PLANT-A,2023-10-05,2026-03-23,27216,True
BATCH-000527,SKU-014,PLANT-A,2023-10-23,2026-04-10,29379,True
BATCH-000528,SKU-014,PLANT-A,2023-11-08,2026-04-26,28608,True
BATCH-000529,SKU-014,PLANT-A,2023-11-24,2026-05-12,29550,True
BATCH-000530,SKU-014,PLANT-A,2023-12-11,2026-05-29,29257,True
BATCH-000531,SKU-014,PLANT-A,2023-12-26,2026-06-13,23848,True
BATCH-000532,SKU-014,PLANT-A,2024-01-09,2026-06-27,30685,True
BATCH-000533,SKU-014,PLANT-A,2024-01-26,2026-07-14,29833,True
BATCH-000534,SKU-014,PLANT-A,2024-02-08,2026-07-27,24470,True
BATCH-000535,SKU-014,PLANT-A,2024-02-21,2026-08-09,29863,True
BATCH-000536,SKU-014,PLANT-A,2024-03-08,2026-08-25,24096,True
BATCH-000537,SKU-014,PLANT-A,2024-03-22,2026-09-08,25015,True
BATCH-000538,SKU-014,PLANT-A,2024-04-08,2026-09-25,28679,True
BATCH-000539,SKU-014,PLANT-A,2024-04-24,2026-10-11,28710,True
BATCH-000540,SKU-014,PLANT-A,2024-05-07,2026-10-24,26665,True
BATCH-000541,SKU-014,PLANT-A,2024-05-24,2026-11-10,24063,True
BATCH-000542,SKU-014,PLANT-A,2024-06-07,2026-11-24,23570,True
BATCH-000543,SKU-014,PLANT-A,2024-06-24,2026-12-11,25467,True
BATCH-000544,SKU-014,PLANT-A,2024-07-11,2026-12-28,24308,True
BATCH-000545,SKU-014,PLANT-A,2024-07-29,2027-01-15,23132,True
BATCH-000546,SKU-014,PLANT-A,2024-08-14,2027-01-31,25000,True
BATCH-000547,SKU-014,PLANT-A,2024-08-27,2027-02-13,29444,True
BATCH-000548,SKU-014,PLANT-A,2024-09-11,2027-02-28,29233,True
BATCH-000549,SKU-014,PLANT-A,2024-09-27,2027-03-16,26480,True
BATCH-000550,SKU-014,PLANT-A,2024-10-11,2027-03-30,24510,True
BATCH-000551,SKU-014,PLANT-A,2024-10-25,2027-04-13,25289,True
BATCH-000552,SKU-014,PLANT-A,2024-11-11,2027-04-30,25404,True
BATCH-000553,SKU-014,PLANT-A,2024-11-27,2027-05-16,23811,True
BATCH-000554,SKU-014,PLANT-A,2024-12-12,2027-05-31,24398,True
BATCH-000555,SKU-014,PLANT-A,2024-12-30,2027-06-18,30192,True
BATCH-000556,SKU-015,PLANT-C,2022-12-12,2025-05-30,53121,True
BATCH-000557,SKU-015,PLANT-C,2023-01-09,2025-06-27,61738,True
BATCH-000558,SKU-015,PLANT-C,2023-02-02,2025-07-21,64176,True
BATCH-000559,SKU-015,PLANT-C,2023-02-24,2025-08-12,66718,False
BATCH-000560,SKU-015,PLANT-C,2023-03-20,2025-09-05,57972,True
BATCH-000561,SKU-015,PLANT-C,2023-04-12,2025-09-28,52073,True
BATCH-000562,SKU-015,PLANT-C,2023-05-08,2025-10-24,68582,True
BATCH-000563,SKU-015,PLANT-C,2023-06-02,2025-11-18,51123,True
BATCH-000564,SKU-015,PLANT-C,2023-06-26,2025-12-12,58757,True
BATCH-000565,SKU-015,PLANT-C,2023-07-21,2026-01-06,63127,True
BATCH-000566,SKU-015,PLANT-C,2023-08-15,2026-01-31,65299,True
BATCH-000567,SKU-015,PLANT-C,2023-09-07,2026-02-23,65093,True
BATCH-000568,SKU-015,PLANT-C,2023-10-03,2026-03-21,63176,True
BATCH-000569,SKU-015,PLANT-C,2023-10-27,2026-04-14,56224,True
BATCH-000570,SKU-015,PLANT-C,2023-11-22,2026-05-10,60804,True
BATCH-000571,SKU-015,PLANT-C,2023-12-18,2026-06-05,61229,True
BATCH-000572,SKU-015,PLANT-C,2024-01-09,2026-06-27,54861,True
BATCH-000573,SKU-015,PLANT-C,2024-02-02,2026-07-21,66897,True
BATCH-000574,SKU-015,PLANT-C,2024-02-26,2026-08-14,51899,True
BATCH-000575,SKU-015,PLANT-C,2024-03-22,2026-09-08,62999,True
BATCH-000576,SKU-015,PLANT-C,2024-04-15,2026-10-02,58165,True
BATCH-000577,SKU-015,PLANT-C,2024-05-10,2026-10-27,55639,True
BATCH-000578,SKU-015,PLANT-C,2024-06-03,2026-11-20,67258,True
BATCH-000579,SKU-015,PLANT-C,2024-06-25,2026-12-12,51141,True
BATCH-000580,SKU-015,PLANT-C,2024-07-17,2027-01-03,54978,True
BATCH-000581,SKU-015,PLANT-C,2024-08-12,2027-01-29,64854,True
BATCH-000582,SKU-015,PLANT-C,2024-09-03,2027-02-20,57607,True
BATCH-000583,SKU-015,PLANT-C,2024-09-26,2027-03-15,52012,True
BATCH-000584,SKU-015,PLANT-C,2024-10-22,2027-04-10,55013,True
BATCH-000585,SKU-015,PLANT-C,2024-11-18,2027-05-07,54512,True
BATCH-000586,SKU-015,PLANT-C,2024-12-16,2027-06-04,53930,True
BATCH-000587,SKU-016,PLANT-C,2022-12-12,2025-05-30,32819,True
BATCH-000588,SKU-016,PLANT-C,2023-01-04,2025-06-22,36817,True
BATCH-000589,SKU-016,PLANT-C,2023-01-26,2025-07-14,41229,True
BATCH-000590,SKU-016,PLANT-C,2023-02-17,2025-08-05,37437,True
BATCH-000591,SKU-016,PLANT-C,2023-03-13,2025-08-29,34747,True
BATCH-000592,SKU-016,PLANT-C,2023-04-05,2025-09-21,37683,True
BATCH-000593,SKU-016,PLANT-C,2023-04-27,2025-10-13,37502,True
BATCH-000594,SKU-016,PLANT-C,2023-05-23,2025-11-08,40999,True
BATCH-000595,SKU-016,PLANT-C,2023-06-14,2025-11-30,36390,True
BATCH-000596,SKU-016,PLANT-C,2023-07-06,2025-12-22,39724,True
BATCH-000597,SKU-016,PLANT-C,2023-07-31,2026-01-16,35197,True
BATCH-000598,SKU-016,PLANT-C,2023-08-23,2026-02-08,32120,True
BATCH-000599,SKU-016,PLANT-C,2023-09-18,2026-03-06,40393,True
BATCH-000600,SKU-016,PLANT-C,2023-10-11,2026-03-29,33796,True
BATCH-000601,SKU-016,PLANT-C,2023-11-06,2026-04-24,35331,True
BATCH-000602,SKU-016,PLANT-C,2023-12-04,2026-05-22,41004,True
BATCH-000603,SKU-016,PLANT-C,2024-01-01,2026-06-19,34077,True
BATCH-000604,SKU-016,PLANT-C,2024-01-25,2026-07-13,40428,True
BATCH-000605,SKU-016,PLANT-C,2024-02-19,2026-08-07,38792,True
BATCH-000606,SKU-016,PLANT-C,2024-03-15,2026-09-01,33525,True
BATCH-000607,SKU-016,PLANT-C,2024-04-10,2026-09-27,35799,True
BATCH-000608,SKU-016,PLANT-C,2024-05-02,2026-10-19,35557,True
BATCH-000609,SKU-016,PLANT-C,2024-05-28,2026-11-14,40432,True
BATCH-000610,SKU-016,PLANT-C,2024-06-24,2026-12-11,39152,True
BATCH-000611,SKU-016,PLANT-C,2024-07-19,2027-01-05,34081,True
BATCH-000612,SKU-016,PLANT-C,2024-08-14,2027-01-31,32084,True
BATCH-000613,SKU-016,PLANT-C,2024-09-09,2027-02-26,33465,True
BATCH-000614,SKU-016,PLANT-C,2024-10-04,2027-03-23,31858,True
BATCH-000615,SKU-016,PLANT-C,2024-10-29,2027-04-17,37901,True
BATCH-000616,SKU-016,PLANT-C,2024-11-22,2027-05-11,39680,True
BATCH-000617,SKU-016,PLANT-C,2024-12-16,2027-06-04,36734,True
BATCH-000618,SKU-017,PLANT-C,2022-12-19,2024-06-11,16930,True
BATCH-000619,SKU-017,PLANT-C,2023-01-09,2024-07-02,19995,True
BATCH-000620,SKU-017,PLANT-C,2023-01-30,2024-07-23,17464,True
BATCH-000621,SKU-017,PLANT-C,2023-02-16,2024-08-09,16920,True
BATCH-000622,SKU-017,PLANT-C,2023-03-07,2024-08-28,16793,True
BATCH-000623,SKU-017,PLANT-C,2023-03-27,2024-09-17,16975,True
BATCH-000624,SKU-017,PLANT-C,2023-04-17,2024-10-08,20197,True
BATCH-000625,SKU-017,PLANT-C,2023-05-08,2024-10-29,19596,True
BATCH-000626,SKU-017,PLANT-C,2023-05-29,2024-11-19,19940,True
BATCH-000627,SKU-017,PLANT-C,2023-06-19,2024-12-10,20672,True
BATCH-000628,SKU-017,PLANT-C,2023-07-10,2024-12-31,20830,True
BATCH-000629,SKU-017,PLANT-C,2023-07-27,2025-01-17,16340,True
BATCH-000630,SKU-017,PLANT-C,2023-08-15,2025-02-05,16705,True
BATCH-000631,SKU-017,PLANT-C,2023-09-04,2025-02-25,20513,True
BATCH-000632,SKU-017,PLANT-C,2023-09-25,2025-03-18,17401,True
BATCH-000633,SKU-017,PLANT-C,2023-10-12,2025-04-04,20049,True
BATCH-000634,SKU-017,PLANT-C,2023-10-31,2025-04-23,20656,True
BATCH-000635,SKU-017,PLANT-C,2023-11-17,2025-05-10,20700,True
BATCH-000636,SKU-017,PLANT-C,2023-12-08,2025-05-31,19852,True
BATCH-000637,SKU-017,PLANT-C,2023-12-27,2025-06-19,16219,False
BATCH-000638,SKU-017,PLANT-C,2024-01-15,2025-07-08,18323,True
BATCH-000639,SKU-017,PLANT-C,2024-02-05,2025-07-29,19704,True
BATCH-000640,SKU-017,PLANT-C,2024-02-26,2025-08-19,18804,True
BATCH-000641,SKU-017,PLANT-C,2024-03-18,2025-09-09,19166,True
BATCH-000642,SKU-017,PLANT-C,2024-04-05,2025-09-27,16143,True
BATCH-000643,SKU-017,PLANT-C,2024-04-25,2025-10-17,17243,True
BATCH-000644,SKU-017,PLANT-C,2024-05-15,2025-11-06,18772,True
BATCH-000645,SKU-017,PLANT-C,2024-06-03,2025-11-25,17714,True
BATCH-000646,SKU-017,PLANT-C,2024-06-24,2025-12-16,19127,True
BATCH-000647,SKU-017,PLANT-C,2024-07-11,2026-01-02,15874,True
BATCH-000648,SKU-017,PLANT-C,2024-07-31,2026-01-22,20211,True
BATCH-000649,SKU-017,PLANT-C,2024-08-19,2026-02-10,18144,True
BATCH-000650,SKU-017,PLANT-C,2024-09-05,2026-02-27,18204,True
BATCH-000651,SKU-017,PLANT-C,2024-09-24,2026-03-18,19449,True
BATCH-000652,SKU-017,PLANT-C,2024-10-15,2026-04-08,20872,True
BATCH-000653,SKU-017,PLANT-C,2024-11-04,2026-04-28,19079,True
BATCH-000654,SKU-017,PLANT-C,2024-11-25,2026-05-19,20972,True
BATCH-000655,SKU-017,PLANT-C,2024-12-16,2026-06-09,15706,True
BATCH-000656,SKU-018,PLANT-C,2022-12-13,2025-05-31,29771,True
BATCH-000657,SKU-018,PLANT-C,2023-01-09,2025-06-27,25088,True
BATCH-000658,SKU-018,PLANT-C,2023-02-03,2025-07-22,30704,True
BATCH-000659,SKU-018,PLANT-C,2023-03-02,2025-08-18,27131,True
BATCH-000660,SKU-018,PLANT-C,2023-03-29,2025-09-14,29690,True
BATCH-000661,SKU-018,PLANT-C,2023-04-25,2025-10-11,23611,True
BATCH-000662,SKU-018,PLANT-C,2023-05-19,2025-11-04,29684,True
BATCH-000663,SKU-018,PLANT-C,2023-06-15,2025-12-01,24622,True
BATCH-000664,SKU-018,PLANT-C,2023-07-10,2025-12-26,23316,True
BATCH-000665,SKU-018,PLANT-C,2023-08-07,2026-01-23,30769,True
BATCH-000666,SKU-018,PLANT-C,2023-09-01,2026-02-17,28565,True
BATCH-000667,SKU-018,PLANT-C,2023-09-28,2026-03-16,29388,True
BATCH-000668,SKU-018,PLANT-C,2023-10-23,2026-04-10,26111,True
BATCH-000669,SKU-018,PLANT-C,2023-11-16,2026-05-04,25439,True
BATCH-000670,SKU-018,PLANT-C,2023-12-11,2026-05-29,25667,True
BATCH-000671,SKU-018,PLANT-C,2024-01-08,2026-06-26,29373,True
BATCH-000672,SKU-018,PLANT-C,2024-02-02,2026-07-21,30216,True
BATCH-000673,SKU-018,PLANT-C,2024-02-26,2026-08-14,28098,True
BATCH-000674,SKU-018,PLANT-C,2024-03-22,2026-09-08,28672,True
BATCH-000675,SKU-018,PLANT-C,2024-04-15,2026-10-02,27244,True
BATCH-000676,SKU-018,PLANT-C,2024-05-08,2026-10-25,25083,True
BATCH-000677,SKU-018,PLANT-C,2024-06-03,2026-11-20,27575,True
BATCH-000678,SKU-018,PLANT-C,2024-07-01,2026-12-18,28211,True
BATCH-000679,SKU-018,PLANT-C,2024-07-29,2027-01-15,26025,True
BATCH-000680,SKU-018,PLANT-C,2024-08-21,2027-02-07,27613,True
BATCH-000681,SKU-018,PLANT-C,2024-09-16,2027-03-05,30727,True
BATCH-000682,SKU-018,PLANT-C,2024-10-09,2027-03-28,27075,True
BATCH-000683,SKU-018,PLANT-C,2024-11-04,2027-04-23,27209,True
BATCH-000684,SKU-018,PLANT-C,2024-11-28,2027-05-17,28534,True
BATCH-000685,SKU-018,PLANT-C,2024-12-23,2027-06-11,25702,True
BATCH-000686,SKU-019,PLANT-B,2022-12-09,2024-12-08,16600,True
BATCH-000687,SKU-019,PLANT-B,2023-01-04,2025-01-03,19085,True
BATCH-000688,SKU-019,PLANT-B,2023-01-30,2025-01-29,18366,True
BATCH-000689,SKU-019,PLANT-B,2023-02-23,2025-02-22,17434,True
BATCH-000690,SKU-019,PLANT-B,2023-03-20,2025-03-19,16272,True
BATCH-000691,SKU-019,PLANT-B,2023-04-14,2025-04-13,19910,True
BATCH-000692,SKU-019,PLANT-B,2023-05-10,2025-05-09,18807,True
BATCH-000693,SKU-019,PLANT-B,2023-06-01,2025-05-31,19443,True
BATCH-000694,SKU-019,PLANT-B,2023-06-26,2025-06-25,16821,True
BATCH-000695,SKU-019,PLANT-B,2023-07-20,2025-07-19,17317,True
BATCH-000696,SKU-019,PLANT-B,2023-08-11,2025-08-10,15295,True
BATCH-000697,SKU-019,PLANT-B,2023-09-06,2025-09-05,17012,True
