date,product_id,center_id,units_demanded,units_sold,closing_stock,stockout_units,units_received,units_reordered
2024-07-28,SKU-001,DC-02,135,135,228,0,0,2594
2024-07-29,SKU-001,DC-02,199,199,29,0,0,0
2024-07-30,SKU-001,DC-02,316,29,0,287,0,0
2024-07-31,SKU-001,DC-02,244,0,0,244,0,0
2024-08-01,SKU-001,DC-02,204,204,2390,0,2594,0
2024-08-02,SKU-001,DC-02,213,213,2177,0,0,0
2024-08-03,SKU-001,DC-02,28,28,2149,0,0,0
2024-08-04,SKU-001,DC-02,78,78,2071,0,0,0
2024-08-05,SKU-001,DC-02,106,106,1965,0,0,0
2024-08-06,SKU-001,DC-02,65,65,1900,0,0,0
2024-08-07,SKU-001,DC-02,284,284,1616,0,0,0
2024-08-08,SKU-001,DC-02,231,231,1385,0,0,0
2024-08-09,SKU-001,DC-02,206,206,1179,0,0,0
2024-08-10,SKU-001,DC-02,228,228,951,0,0,0
2024-08-11,SKU-001,DC-02,115,115,836,0,0,1986
2024-08-12,SKU-001,DC-02,203,203,633,0,0,0
2024-08-13,SKU-001,DC-02,106,106,527,0,0,0
2024-08-14,SKU-001,DC-02,143,143,384,0,0,0
2024-08-15,SKU-001,DC-02,131,131,2239,0,1986,0
2024-08-16,SKU-001,DC-02,360,360,1879,0,0,0
2024-08-17,SKU-001,DC-02,146,146,1733,0,0,0
2024-08-18,SKU-001,DC-02,271,271,1462,0,0,0
2024-08-19,SKU-001,DC-02,251,251,1211,0,0,0
2024-08-20,SKU-001,DC-02,88,88,1123,0,0,0
2024-08-21,SKU-001,DC-02,52,52,1071,0,0,0
2024-08-22,SKU-001,DC-02,137,137,934,0,0,0
2024-08-23,SKU-001,DC-02,214,214,720,0,0,0
2024-08-24,SKU-001,DC-02,72,72,648,0,0,0
2024-08-25,SKU-001,DC-02,54,54,594,0,0,2228
2024-08-26,SKU-001,DC-02,176,176,418,0,0,0
2024-08-27,SKU-001,DC-02,130,130,288,0,0,0
2024-08-28,SKU-001,DC-02,80,80,208,0,0,0
2024-08-29,SKU-001,DC-02,188,188,2248,0,2228,0
2024-08-30,SKU-001,DC-02,184,184,2064,0,0,0
2024-08-31,SKU-001,DC-02,126,126,1938,0,0,0
2024-09-01,SKU-001,DC-02,85,85,1853,0,0,0
2024-09-02,SKU-001,DC-02,281,281,1572,0,0,0
2024-09-03,SKU-001,DC-02,253,253,1319,0,0,0
2024-09-04,SKU-001,DC-02,144,144,1175,0,0,0
2024-09-05,SKU-001,DC-02,457,457,718,0,0,0
2024-09-06,SKU-001,DC-02,289,289,429,0,0,0
2024-09-07,SKU-001,DC-02,123,123,306,0,0,0
2024-09-08,SKU-001,DC-02,226,226,80,0,0,2742
2024-09-09,SKU-001,DC-02,168,80,0,88,0,0
2024-09-10,SKU-001,DC-02,207,0,0,207,0,0
2024-09-11,SKU-001,DC-02,375,0,0,375,0,0
2024-09-12,SKU-001,DC-02,294,294,2448,0,2742,0
2024-09-13,SKU-001,DC-02,117,117,2331,0,0,0
2024-09-14,SKU-001,DC-02,87,87,2244,0,0,0
2024-09-15,SKU-001,DC-02,71,71,2173,0,0,0
2024-09-16,SKU-001,DC-02,229,229,1944,0,0,0
2024-09-17,SKU-001,DC-02,95,95,1849,0,0,0
2024-09-18,SKU-001,DC-02,283,283,1566,0,0,0
2024-09-19,SKU-001,DC-02,325,325,1241,0,0,0
2024-09-20,SKU-001,DC-02,145,145,1096,0,0,0
2024-09-21,SKU-001,DC-02,232,232,864,0,0,0
2024-09-22,SKU-001,DC-02,109,109,755,0,0,2067
2024-09-23,SKU-001,DC-02,242,242,513,0,0,0
2024-09-24,SKU-001,DC-02,257,257,256,0,0,0
2024-09-25,SKU-001,DC-02,340,256,0,84,0,0
2024-09-26,SKU-001,DC-02,282,282,1785,0,2067,0
2024-09-27,SKU-001,DC-02,335,335,1450,0,0,0
2024-09-28,SKU-001,DC-02,140,140,1310,0,0,0
2024-09-29,SKU-001,DC-02,119,119,1191,0,0,1631
2024-09-30,SKU-001,DC-02,229,229,962,0,0,0
2024-10-01,SKU-001,DC-02,106,106,856,0,0,0
2024-10-02,SKU-001,DC-02,227,227,629,0,0,0
2024-10-03,SKU-001,DC-02,323,323,1937,0,1631,0
2024-10-04,SKU-001,DC-02,375,375,1562,0,0,0
2024-10-05,SKU-001,DC-02,211,211,1351,0,0,0
2024-10-06,SKU-001,DC-02,156,156,1195,0,0,1627
2024-10-07,SKU-001,DC-02,211,211,984,0,0,0
2024-10-08,SKU-001,DC-02,98,98,886,0,0,0
2024-10-09,SKU-001,DC-02,362,362,524,0,0,0
2024-10-10,SKU-001,DC-02,239,239,1912,0,1627,0
2024-10-11,SKU-001,DC-02,162,162,1750,0,0,0
2024-10-12,SKU-001,DC-02,161,161,1589,0,0,0
2024-10-13,SKU-001,DC-02,145,145,1444,0,0,0
2024-10-14,SKU-001,DC-02,185,185,1259,0,0,0
2024-10-15,SKU-001,DC-02,295,295,964,0,0,0
2024-10-16,SKU-001,DC-02,145,145,819,0,0,0
2024-10-17,SKU-001,DC-02,261,261,558,0,0,0
2024-10-18,SKU-001,DC-02,364,364,194,0,0,0
2024-10-19,SKU-001,DC-02,101,101,93,0,0,0
2024-10-20,SKU-001,DC-02,222,93,0,129,0,2822
2024-10-21,SKU-001,DC-02,264,0,0,264,0,0
2024-10-22,SKU-001,DC-02,232,0,0,232,0,0
2024-10-23,SKU-001,DC-02,215,0,0,215,0,0
2024-10-24,SKU-001,DC-02,214,214,2608,0,2822,0
2024-10-25,SKU-001,DC-02,111,111,2497,0,0,0
2024-10-26,SKU-001,DC-02,205,205,2292,0,0,0
2024-10-27,SKU-001,DC-02,186,186,2106,0,0,0
2024-10-28,SKU-001,DC-02,123,123,1983,0,0,0
2024-10-29,SKU-001,DC-02,393,393,1590,0,0,0
2024-10-30,SKU-001,DC-02,202,202,1388,0,0,0
2024-10-31,SKU-001,DC-02,227,227,1161,0,0,0
2024-11-01,SKU-001,DC-02,226,226,935,0,0,0
2024-11-02,SKU-001,DC-02,171,171,764,0,0,0
2024-11-03,SKU-001,DC-02,102,102,662,0,0,2160
2024-11-04,SKU-001,DC-02,525,525,137,0,0,0
2024-11-05,SKU-001,DC-02,160,137,0,23,0,0
2024-11-06,SKU-001,DC-02,323,0,0,323,0,0
2024-11-07,SKU-001,DC-02,484,484,1676,0,2160,0
2024-11-08,SKU-001,DC-02,237,237,1439,0,0,0
2024-11-09,SKU-001,DC-02,328,328,1111,0,0,0
2024-11-10,SKU-001,DC-02,79,79,1032,0,0,1790
2024-11-11,SKU-001,DC-02,265,265,767,0,0,0
2024-11-12,SKU-001,DC-02,304,304,463,0,0,0
2024-11-13,SKU-001,DC-02,333,333,130,0,0,0
2024-11-14,SKU-001,DC-02,399,399,1521,0,1790,0
2024-11-15,SKU-001,DC-02,339,339,1182,0,0,0
2024-11-16,SKU-001,DC-02,152,152,1030,0,0,0
2024-11-17,SKU-001,DC-02,210,210,820,0,0,2002
2024-11-18,SKU-001,DC-02,155,155,665,0,0,0
2024-11-19,SKU-001,DC-02,309,309,356,0,0,0
2024-11-20,SKU-001,DC-02,217,217,139,0,0,0
2024-11-21,SKU-001,DC-02,399,399,1742,0,2002,0
2024-11-22,SKU-001,DC-02,304,304,1438,0,0,0
2024-11-23,SKU-001,DC-02,126,126,1312,0,0,0
2024-11-24,SKU-001,DC-02,165,165,1147,0,0,1675
2024-11-25,SKU-001,DC-02,607,607,540,0,0,0
2024-11-26,SKU-001,DC-02,249,249,291,0,0,0
2024-11-27,SKU-001,DC-02,285,285,6,0,0,0
2024-11-28,SKU-001,DC-02,379,379,1302,0,1675,0
2024-11-29,SKU-001,DC-02,233,233,1069,0,0,0
2024-11-30,SKU-001,DC-02,308,308,761,0,0,0
2024-12-01,SKU-001,DC-02,218,218,543,0,0,2279
2024-12-02,SKU-001,DC-02,432,432,111,0,0,0
2024-12-03,SKU-001,DC-02,703,111,0,592,0,0
2024-12-04,SKU-001,DC-02,226,0,0,226,0,0
2024-12-05,SKU-001,DC-02,144,144,2135,0,2279,0
2024-12-06,SKU-001,DC-02,318,318,1817,0,0,0
2024-12-07,SKU-001,DC-02,151,151,1666,0,0,0
2024-12-08,SKU-001,DC-02,161,161,1505,0,0,0
2024-12-09,SKU-001,DC-02,267,267,1238,0,0,0
2024-12-10,SKU-001,DC-02,357,357,881,0,0,0
2024-12-11,SKU-001,DC-02,372,372,509,0,0,0
2024-12-12,SKU-001,DC-02,247,247,262,0,0,0
2024-12-13,SKU-001,DC-02,169,169,93,0,0,0
2024-12-14,SKU-001,DC-02,246,93,0,153,0,0
2024-12-15,SKU-001,DC-02,69,0,0,69,0,2822
2024-12-16,SKU-001,DC-02,212,0,0,212,0,0
2024-12-17,SKU-001,DC-02,228,0,0,228,0,0
2024-12-18,SKU-001,DC-02,284,0,0,284,0,0
2024-12-19,SKU-001,DC-02,283,283,2539,0,2822,0
2024-12-20,SKU-001,DC-02,476,476,2063,0,0,0
2024-12-21,SKU-001,DC-02,141,141,1922,0,0,0
2024-12-22,SKU-001,DC-02,101,101,1821,0,0,0
2024-12-23,SKU-001,DC-02,157,157,1664,0,0,0
2024-12-24,SKU-001,DC-02,241,241,1423,0,0,0
2024-12-25,SKU-001,DC-02,215,215,1208,0,0,0
2024-12-26,SKU-001,DC-02,275,275,933,0,0,0
2024-12-27,SKU-001,DC-02,226,226,707,0,0,0
2024-12-28,SKU-001,DC-02,109,109,598,0,0,0
2024-12-29,SKU-001,DC-02,224,224,374,0,0,2448
2024-12-30,SKU-001,DC-02,509,374,0,135,0,0
2024-12-31,SKU-001,DC-02,158,0,0,158,0,0
2023-01-01,SKU-001,DC-03,104,104,2096,0,0,0
2023-01-02,SKU-001,DC-03,112,112,1984,0,0,0
2023-01-03,SKU-001,DC-03,173,173,1811,0,0,0
2023-01-04,SKU-001,DC-03,369,369,1442,0,0,0
2023-01-05,SKU-001,DC-03,81,81,1361,0,0,0
2023-01-06,SKU-001,DC-03,338,338,1023,0,0,0
2023-01-07,SKU-001,DC-03,37,37,986,0,0,0
2023-01-08,SKU-001,DC-03,82,82,904,0,0,1616
2023-01-09,SKU-001,DC-03,309,309,595,0,0,0
2023-01-10,SKU-001,DC-03,234,234,361,0,0,0
2023-01-11,SKU-001,DC-03,250,250,111,0,0,0
2023-01-12,SKU-001,DC-03,200,111,0,89,0,0
2023-01-13,SKU-001,DC-03,161,161,1455,0,1616,0
2023-01-14,SKU-001,DC-03,61,61,1394,0,0,0
2023-01-15,SKU-001,DC-03,219,219,1175,0,0,1345
2023-01-16,SKU-001,DC-03,98,98,1077,0,0,0
2023-01-17,SKU-001,DC-03,102,102,975,0,0,0
2023-01-18,SKU-001,DC-03,271,271,704,0,0,0
2023-01-19,SKU-001,DC-03,254,254,450,0,0,0
2023-01-20,SKU-001,DC-03,216,216,1579,0,1345,0
2023-01-21,SKU-001,DC-03,96,96,1483,0,0,0
2023-01-22,SKU-001,DC-03,81,81,1402,0,0,0
2023-01-23,SKU-001,DC-03,286,286,1116,0,0,0
2023-01-24,SKU-001,DC-03,261,261,855,0,0,0
2023-01-25,SKU-001,DC-03,240,240,615,0,0,0
2023-01-26,SKU-001,DC-03,146,146,469,0,0,0
2023-01-27,SKU-001,DC-03,322,322,147,0,0,0
2023-01-28,SKU-001,DC-03,132,132,15,0,0,0
2023-01-29,SKU-001,DC-03,317,15,0,302,0,2520
2023-01-30,SKU-001,DC-03,229,0,0,229,0,0
2023-01-31,SKU-001,DC-03,366,0,0,366,0,0
2023-02-01,SKU-001,DC-03,172,0,0,172,0,0
2023-02-02,SKU-001,DC-03,122,0,0,122,0,0
2023-02-03,SKU-001,DC-03,314,314,2206,0,2520,0
2023-02-04,SKU-001,DC-03,107,107,2099,0,0,0
2023-02-05,SKU-001,DC-03,105,105,1994,0,0,0
2023-02-06,SKU-001,DC-03,159,159,1835,0,0,0
2023-02-07,SKU-001,DC-03,158,158,1677,0,0,0
2023-02-08,SKU-001,DC-03,411,411,1266,0,0,0
2023-02-09,SKU-001,DC-03,189,189,1077,0,0,0
2023-02-10,SKU-001,DC-03,239,239,838,0,0,0
2023-02-11,SKU-001,DC-03,103,103,735,0,0,0
2023-02-12,SKU-001,DC-03,106,106,629,0,0,1891
2023-02-13,SKU-001,DC-03,577,577,52,0,0,0
2023-02-14,SKU-001,DC-03,222,52,0,170,0,0
2023-02-15,SKU-001,DC-03,136,0,0,136,0,0
2023-02-16,SKU-001,DC-03,204,0,0,204,0,0
2023-02-17,SKU-001,DC-03,199,199,1692,0,1891,0
2023-02-18,SKU-001,DC-03,82,82,1610,0,0,0
2023-02-19,SKU-001,DC-03,173,173,1437,0,0,0
2023-02-20,SKU-001,DC-03,308,308,1129,0,0,0
2023-02-21,SKU-001,DC-03,219,219,910,0,0,0
2023-02-22,SKU-001,DC-03,148,148,762,0,0,0
2023-02-23,SKU-001,DC-03,228,228,534,0,0,0
2023-02-24,SKU-001,DC-03,213,213,321,0,0,0
2023-02-25,SKU-001,DC-03,166,166,155,0,0,0
2023-02-26,SKU-001,DC-03,121,121,34,0,0,2486
2023-02-27,SKU-001,DC-03,314,34,0,280,0,0
2023-02-28,SKU-001,DC-03,336,0,0,336,0,0
2023-03-01,SKU-001,DC-03,187,0,0,187,0,0
2023-03-02,SKU-001,DC-03,255,0,0,255,0,0
2023-03-03,SKU-001,DC-03,315,315,2171,0,2486,0
2023-03-04,SKU-001,DC-03,105,105,2066,0,0,0
2023-03-05,SKU-001,DC-03,100,100,1966,0,0,0
2023-03-06,SKU-001,DC-03,196,196,1770,0,0,0
2023-03-07,SKU-001,DC-03,214,214,1556,0,0,0
2023-03-08,SKU-001,DC-03,266,266,1290,0,0,0
2023-03-09,SKU-001,DC-03,113,113,1177,0,0,0
2023-03-10,SKU-001,DC-03,138,138,1039,0,0,0
2023-03-11,SKU-001,DC-03,166,166,873,0,0,0
2023-03-12,SKU-001,DC-03,171,171,702,0,0,1818
2023-03-13,SKU-001,DC-03,182,182,520,0,0,0
2023-03-14,SKU-001,DC-03,111,111,409,0,0,0
2023-03-15,SKU-001,DC-03,256,256,153,0,0,0
2023-03-16,SKU-001,DC-03,325,153,0,172,0,0
2023-03-17,SKU-001,DC-03,204,204,1614,0,1818,0
2023-03-18,SKU-001,DC-03,134,134,1480,0,0,0
2023-03-19,SKU-001,DC-03,66,66,1414,0,0,0
2023-03-20,SKU-001,DC-03,48,48,1366,0,0,0
2023-03-21,SKU-001,DC-03,73,73,1293,0,0,0
2023-03-22,SKU-001,DC-03,192,192,1101,0,0,0
2023-03-23,SKU-001,DC-03,133,133,968,0,0,0
2023-03-24,SKU-001,DC-03,100,100,868,0,0,0
2023-03-25,SKU-001,DC-03,313,313,555,0,0,0
2023-03-26,SKU-001,DC-03,79,79,476,0,0,2044
2023-03-27,SKU-001,DC-03,52,52,424,0,0,0
2023-03-28,SKU-001,DC-03,84,84,340,0,0,0
2023-03-29,SKU-001,DC-03,219,219,121,0,0,0
2023-03-30,SKU-001,DC-03,180,121,0,59,0,0
2023-03-31,SKU-001,DC-03,239,239,1805,0,2044,0
2023-04-01,SKU-001,DC-03,113,113,1692,0,0,0
2023-04-02,SKU-001,DC-03,121,121,1571,0,0,0
2023-04-03,SKU-001,DC-03,254,254,1317,0,0,0
2023-04-04,SKU-001,DC-03,173,173,1144,0,0,0
2023-04-05,SKU-001,DC-03,90,90,1054,0,0,0
2023-04-06,SKU-001,DC-03,44,44,1010,0,0,0
2023-04-07,SKU-001,DC-03,74,74,936,0,0,0
2023-04-08,SKU-001,DC-03,48,48,888,0,0,0
2023-04-09,SKU-001,DC-03,130,130,758,0,0,1762
2023-04-10,SKU-001,DC-03,68,68,690,0,0,0
2023-04-11,SKU-001,DC-03,198,198,492,0,0,0
2023-04-12,SKU-001,DC-03,459,459,33,0,0,0
2023-04-13,SKU-001,DC-03,230,33,0,197,0,0
2023-04-14,SKU-001,DC-03,266,266,1496,0,1762,0
2023-04-15,SKU-001,DC-03,306,306,1190,0,0,0
2023-04-16,SKU-001,DC-03,63,63,1127,0,0,1393
2023-04-17,SKU-001,DC-03,209,209,918,0,0,0
2023-04-18,SKU-001,DC-03,430,430,488,0,0,0
2023-04-19,SKU-001,DC-03,147,147,341,0,0,0
2023-04-20,SKU-001,DC-03,214,214,127,0,0,0
2023-04-21,SKU-001,DC-03,295,295,1225,0,1393,0
2023-04-22,SKU-001,DC-03,132,132,1093,0,0,0
2023-04-23,SKU-001,DC-03,32,32,1061,0,0,1459
2023-04-24,SKU-001,DC-03,110,110,951,0,0,0
2023-04-25,SKU-001,DC-03,197,197,754,0,0,0
2023-04-26,SKU-001,DC-03,192,192,562,0,0,0
2023-04-27,SKU-001,DC-03,231,231,331,0,0,0
2023-04-28,SKU-001,DC-03,173,173,1617,0,1459,0
2023-04-29,SKU-001,DC-03,58,58,1559,0,0,0
2023-04-30,SKU-001,DC-03,67,67,1492,0,0,0
2023-05-01,SKU-001,DC-03,147,147,1345,0,0,0
2023-05-02,SKU-001,DC-03,166,166,1179,0,0,0
2023-05-03,SKU-001,DC-03,172,172,1007,0,0,0
2023-05-04,SKU-001,DC-03,254,254,753,0,0,0
2023-05-05,SKU-001,DC-03,183,183,570,0,0,0
2023-05-06,SKU-001,DC-03,53,53,517,0,0,0
2023-05-07,SKU-001,DC-03,61,61,456,0,0,2064
2023-05-08,SKU-001,DC-03,262,262,194,0,0,0
2023-05-09,SKU-001,DC-03,63,63,131,0,0,0
2023-05-10,SKU-001,DC-03,70,70,61,0,0,0
2023-05-11,SKU-001,DC-03,178,61,0,117,0,0
2023-05-12,SKU-001,DC-03,249,249,1815,0,2064,0
2023-05-13,SKU-001,DC-03,89,89,1726,0,0,0
2023-05-14,SKU-001,DC-03,89,89,1637,0,0,0
2023-05-15,SKU-001,DC-03,208,208,1429,0,0,0
2023-05-16,SKU-001,DC-03,222,222,1207,0,0,0
2023-05-17,SKU-001,DC-03,97,97,1110,0,0,0
2023-05-18,SKU-001,DC-03,90,90,1020,0,0,0
2023-05-19,SKU-001,DC-03,83,83,937,0,0,0
2023-05-20,SKU-001,DC-03,72,72,865,0,0,0
2023-05-21,SKU-001,DC-03,13,13,852,0,0,1668
2023-05-22,SKU-001,DC-03,185,185,667,0,0,0
2023-05-23,SKU-001,DC-03,98,98,569,0,0,0
2023-05-24,SKU-001,DC-03,225,225,344,0,0,0
2023-05-25,SKU-001,DC-03,82,82,262,0,0,0
2023-05-26,SKU-001,DC-03,254,254,1676,0,1668,0
2023-05-27,SKU-001,DC-03,15,15,1661,0,0,0
2023-05-28,SKU-001,DC-03,99,99,1562,0,0,0
2023-05-29,SKU-001,DC-03,87,87,1475,0,0,0
2023-05-30,SKU-001,DC-03,217,217,1258,0,0,0
2023-05-31,SKU-001,DC-03,291,291,967,0,0,0
2023-06-01,SKU-001,DC-03,121,121,846,0,0,0
2023-06-02,SKU-001,DC-03,68,68,778,0,0,0
2023-06-03,SKU-001,DC-03,111,111,667,0,0,0
2023-06-04,SKU-001,DC-03,255,255,412,0,0,2108
2023-06-05,SKU-001,DC-03,387,387,25,0,0,0
2023-06-06,SKU-001,DC-03,324,25,0,299,0,0
2023-06-07,SKU-001,DC-03,192,0,0,192,0,0
2023-06-08,SKU-001,DC-03,407,0,0,407,0,0
2023-06-09,SKU-001,DC-03,173,173,1935,0,2108,0
2023-06-10,SKU-001,DC-03,124,124,1811,0,0,0
2023-06-11,SKU-001,DC-03,133,133,1678,0,0,0
2023-06-12,SKU-001,DC-03,526,526,1152,0,0,0
2023-06-13,SKU-001,DC-03,226,226,926,0,0,0
2023-06-14,SKU-001,DC-03,66,66,860,0,0,0
2023-06-15,SKU-001,DC-03,168,168,692,0,0,0
2023-06-16,SKU-001,DC-03,163,163,529,0,0,0
2023-06-17,SKU-001,DC-03,60,60,469,0,0,0
2023-06-18,SKU-001,DC-03,56,56,413,0,0,2107
2023-06-19,SKU-001,DC-03,131,131,282,0,0,0
2023-06-20,SKU-001,DC-03,170,170,112,0,0,0
2023-06-21,SKU-001,DC-03,68,68,44,0,0,0
2023-06-22,SKU-001,DC-03,114,44,0,70,0,0
2023-06-23,SKU-001,DC-03,200,200,1907,0,2107,0
2023-06-24,SKU-001,DC-03,47,47,1860,0,0,0
2023-06-25,SKU-001,DC-03,82,82,1778,0,0,0
2023-06-26,SKU-001,DC-03,137,137,1641,0,0,0
2023-06-27,SKU-001,DC-03,252,252,1389,0,0,0
2023-06-28,SKU-001,DC-03,123,123,1266,0,0,0
2023-06-29,SKU-001,DC-03,123,123,1143,0,0,0
2023-06-30,SKU-001,DC-03,361,361,782,0,0,0
2023-07-01,SKU-001,DC-03,68,68,714,0,0,0
2023-07-02,SKU-001,DC-03,56,56,658,0,0,1862
2023-07-03,SKU-001,DC-03,87,87,571,0,0,0
2023-07-04,SKU-001,DC-03,138,138,433,0,0,0
2023-07-05,SKU-001,DC-03,88,88,345,0,0,0
2023-07-06,SKU-001,DC-03,60,60,285,0,0,0
2023-07-07,SKU-001,DC-03,271,271,1876,0,1862,0
2023-07-08,SKU-001,DC-03,92,92,1784,0,0,0
2023-07-09,SKU-001,DC-03,87,87,1697,0,0,0
2023-07-10,SKU-001,DC-03,88,88,1609,0,0,0
2023-07-11,SKU-001,DC-03,103,103,1506,0,0,0
2023-07-12,SKU-001,DC-03,212,212,1294,0,0,0
2023-07-13,SKU-001,DC-03,135,135,1159,0,0,0
2023-07-14,SKU-001,DC-03,73,73,1086,0,0,0
2023-07-15,SKU-001,DC-03,31,31,1055,0,0,0
2023-07-16,SKU-001,DC-03,114,114,941,0,0,1579
2023-07-17,SKU-001,DC-03,139,139,802,0,0,0
2023-07-18,SKU-001,DC-03,127,127,675,0,0,0
2023-07-19,SKU-001,DC-03,115,115,560,0,0,0
2023-07-20,SKU-001,DC-03,134,134,426,0,0,0
2023-07-21,SKU-001,DC-03,250,250,1755,0,1579,0
2023-07-22,SKU-001,DC-03,47,47,1708,0,0,0
2023-07-23,SKU-001,DC-03,151,151,1557,0,0,0
2023-07-24,SKU-001,DC-03,154,154,1403,0,0,0
2023-07-25,SKU-001,DC-03,293,293,1110,0,0,0
2023-07-26,SKU-001,DC-03,156,156,954,0,0,0
2023-07-27,SKU-001,DC-03,227,227,727,0,0,0
2023-07-28,SKU-001,DC-03,100,100,627,0,0,0
2023-07-29,SKU-001,DC-03,88,88,539,0,0,0
2023-07-30,SKU-001,DC-03,95,95,444,0,0,2076
2023-07-31,SKU-001,DC-03,126,126,318,0,0,0
2023-08-01,SKU-001,DC-03,56,56,262,0,0,0
2023-08-02,SKU-001,DC-03,167,167,95,0,0,0
2023-08-03,SKU-001,DC-03,115,95,0,20,0,0
2023-08-04,SKU-001,DC-03,148,148,1928,0,2076,0
2023-08-05,SKU-001,DC-03,95,95,1833,0,0,0
2023-08-06,SKU-001,DC-03,220,220,1613,0,0,0
2023-08-07,SKU-001,DC-03,207,207,1406,0,0,0
2023-08-08,SKU-001,DC-03,87,87,1319,0,0,0
2023-08-09,SKU-001,DC-03,163,163,1156,0,0,0
2023-08-10,SKU-001,DC-03,185,185,971,0,0,0
2023-08-11,SKU-001,DC-03,234,234,737,0,0,0
2023-08-12,SKU-001,DC-03,109,109,628,0,0,0
2023-08-13,SKU-001,DC-03,61,61,567,0,0,1953
2023-08-14,SKU-001,DC-03,88,88,479,0,0,0
2023-08-15,SKU-001,DC-03,240,240,239,0,0,0
2023-08-16,SKU-001,DC-03,111,111,128,0,0,0
2023-08-17,SKU-001,DC-03,158,128,0,30,0,0
2023-08-18,SKU-001,DC-03,42,42,1911,0,1953,0
2023-08-19,SKU-001,DC-03,26,26,1885,0,0,0
2023-08-20,SKU-001,DC-03,44,44,1841,0,0,0
2023-08-21,SKU-001,DC-03,163,163,1678,0,0,0
2023-08-22,SKU-001,DC-03,212,212,1466,0,0,0
2023-08-23,SKU-001,DC-03,148,148,1318,0,0,0
2023-08-24,SKU-001,DC-03,103,103,1215,0,0,0
2023-08-25,SKU-001,DC-03,180,180,1035,0,0,0
2023-08-26,SKU-001,DC-03,81,81,954,0,0,0
2023-08-27,SKU-001,DC-03,63,63,891,0,0,1629
2023-08-28,SKU-001,DC-03,175,175,716,0,0,0
2023-08-29,SKU-001,DC-03,222,222,494,0,0,0
2023-08-30,SKU-001,DC-03,251,251,243,0,0,0
2023-08-31,SKU-001,DC-03,100,100,143,0,0,0
2023-09-01,SKU-001,DC-03,163,163,1609,0,1629,0
2023-09-02,SKU-001,DC-03,178,178,1431,0,0,0
2023-09-03,SKU-001,DC-03,129,129,1302,0,0,0
2023-09-04,SKU-001,DC-03,188,188,1114,0,0,0
2023-09-05,SKU-001,DC-03,134,134,980,0,0,0
2023-09-06,SKU-001,DC-03,119,119,861,0,0,0
2023-09-07,SKU-001,DC-03,80,80,781,0,0,0
2023-09-08,SKU-001,DC-03,63,63,718,0,0,0
2023-09-09,SKU-001,DC-03,130,130,588,0,0,0
2023-09-10,SKU-001,DC-03,113,113,475,0,0,2045
2023-09-11,SKU-001,DC-03,120,120,355,0,0,0
2023-09-12,SKU-001,DC-03,92,92,263,0,0,0
2023-09-13,SKU-001,DC-03,290,263,0,27,0,0
2023-09-14,SKU-001,DC-03,216,0,0,216,0,0
2023-09-15,SKU-001,DC-03,204,204,1841,0,2045,0
2023-09-16,SKU-001,DC-03,29,29,1812,0,0,0
2023-09-17,SKU-001,DC-03,20,20,1792,0,0,0
2023-09-18,SKU-001,DC-03,144,144,1648,0,0,0
2023-09-19,SKU-001,DC-03,162,162,1486,0,0,0
2023-09-20,SKU-001,DC-03,164,164,1322,0,0,0
2023-09-21,SKU-001,DC-03,128,128,1194,0,0,0
2023-09-22,SKU-001,DC-03,87,87,1107,0,0,0
2023-09-23,SKU-001,DC-03,89,89,1018,0,0,0
2023-09-24,SKU-001,DC-03,68,68,950,0,0,1570
2023-09-25,SKU-001,DC-03,136,136,814,0,0,0
2023-09-26,SKU-001,DC-03,229,229,585,0,0,0
2023-09-27,SKU-001,DC-03,129,129,456,0,0,0
2023-09-28,SKU-001,DC-03,127,127,329,0,0,0
2023-09-29,SKU-001,DC-03,170,170,1729,0,1570,0
2023-09-30,SKU-001,DC-03,70,70,1659,0,0,0
2023-10-01,SKU-001,DC-03,172,172,1487,0,0,0
2023-10-02,SKU-001,DC-03,177,177,1310,0,0,0
2023-10-03,SKU-001,DC-03,197,197,1113,0,0,0
2023-10-04,SKU-001,DC-03,266,266,847,0,0,0
2023-10-05,SKU-001,DC-03,180,180,667,0,0,0
2023-10-06,SKU-001,DC-03,189,189,478,0,0,0
2023-10-07,SKU-001,DC-03,75,75,403,0,0,0
2023-10-08,SKU-001,DC-03,81,81,322,0,0,2198
2023-10-09,SKU-001,DC-03,57,57,265,0,0,0
2023-10-10,SKU-001,DC-03,231,231,34,0,0,0
2023-10-11,SKU-001,DC-03,308,34,0,274,0,0
2023-10-12,SKU-001,DC-03,420,0,0,420,0,0
2023-10-13,SKU-001,DC-03,138,138,2060,0,2198,0
2023-10-14,SKU-001,DC-03,189,189,1871,0,0,0
2023-10-15,SKU-001,DC-03,108,108,1763,0,0,0
2023-10-16,SKU-001,DC-03,250,250,1513,0,0,0
2023-10-17,SKU-001,DC-03,203,203,1310,0,0,0
2023-10-18,SKU-001,DC-03,260,260,1050,0,0,0
2023-10-19,SKU-001,DC-03,278,278,772,0,0,0
2023-10-20,SKU-001,DC-03,127,127,645,0,0,0
2023-10-21,SKU-001,DC-03,98,98,547,0,0,0
2023-10-22,SKU-001,DC-03,116,116,431,0,0,2089
2023-10-23,SKU-001,DC-03,323,323,108,0,0,0
2023-10-24,SKU-001,DC-03,213,108,0,105,0,0
2023-10-25,SKU-001,DC-03,248,0,0,248,0,0
