date,product_id,center_id,units_ordered
2024-11-29,SKU-001,DC-01,393
2024-11-30,SKU-001,DC-01,150
2024-12-01,SKU-001,DC-01,217
2024-12-02,SKU-001,DC-01,415
2024-12-03,SKU-001,DC-01,293
2024-12-04,SKU-001,DC-01,352
2024-12-05,SKU-001,DC-01,805
2024-12-06,SKU-001,DC-01,292
2024-12-07,SKU-001,DC-01,176
2024-12-08,SKU-001,DC-01,299
2024-12-09,SKU-001,DC-01,645
2024-12-10,SKU-001,DC-01,245
2024-12-11,SKU-001,DC-01,251
2024-12-12,SKU-001,DC-01,589
2024-12-13,SKU-001,DC-01,463
2024-12-14,SKU-001,DC-01,50
2024-12-15,SKU-001,DC-01,182
2024-12-16,SKU-001,DC-01,364
2024-12-17,SKU-001,DC-01,135
2024-12-18,SKU-001,DC-01,560
2024-12-19,SKU-001,DC-01,99
2024-12-20,SKU-001,DC-01,254
2024-12-21,SKU-001,DC-01,503
2024-12-22,SKU-001,DC-01,68
2024-12-23,SKU-001,DC-01,133
2024-12-24,SKU-001,DC-01,426
2024-12-25,SKU-001,DC-01,175
2024-12-26,SKU-001,DC-01,320
2024-12-27,SKU-001,DC-01,716
2024-12-28,SKU-001,DC-01,313
2024-12-29,SKU-001,DC-01,162
2024-12-30,SKU-001,DC-01,502
2024-12-31,SKU-001,DC-01,494
2023-01-01,SKU-001,DC-02,128
2023-01-02,SKU-001,DC-02,358
2023-01-03,SKU-001,DC-02,241
2023-01-04,SKU-001,DC-02,222
2023-01-05,SKU-001,DC-02,395
2023-01-06,SKU-001,DC-02,541
2023-01-07,SKU-001,DC-02,152
2023-01-08,SKU-001,DC-02,153
2023-01-09,SKU-001,DC-02,433
2023-01-10,SKU-001,DC-02,300
2023-01-11,SKU-001,DC-02,628
2023-01-12,SKU-001,DC-02,155
2023-01-13,SKU-001,DC-02,468
2023-01-14,SKU-001,DC-02,108
2023-01-15,SKU-001,DC-02,140
2023-01-16,SKU-001,DC-02,283
2023-01-17,SKU-001,DC-02,233
2023-01-18,SKU-001,DC-02,264
2023-01-19,SKU-001,DC-02,309
2023-01-20,SKU-001,DC-02,369
2023-01-21,SKU-001,DC-02,149
2023-01-22,SKU-001,DC-02,174
2023-01-23,SKU-001,DC-02,440
2023-01-24,SKU-001,DC-02,308
2023-01-25,SKU-001,DC-02,323
2023-01-26,SKU-001,DC-02,431
2023-01-27,SKU-001,DC-02,351
2023-01-28,SKU-001,DC-02,255
2023-01-29,SKU-001,DC-02,166
2023-01-30,SKU-001,DC-02,171
2023-01-31,SKU-001,DC-02,283
2023-02-01,SKU-001,DC-02,385
2023-02-02,SKU-001,DC-02,565
2023-02-03,SKU-001,DC-02,393
2023-02-04,SKU-001,DC-02,58
2023-02-05,SKU-001,DC-02,125
2023-02-06,SKU-001,DC-02,510
2023-02-07,SKU-001,DC-02,380
2023-02-08,SKU-001,DC-02,293
2023-02-09,SKU-001,DC-02,397
2023-02-10,SKU-001,DC-02,340
2023-02-11,SKU-001,DC-02,96
2023-02-12,SKU-001,DC-02,109
2023-02-13,SKU-001,DC-02,281
2023-02-14,SKU-001,DC-02,249
2023-02-15,SKU-001,DC-02,221
2023-02-16,SKU-001,DC-02,300
2023-02-17,SKU-001,DC-02,638
2023-02-18,SKU-001,DC-02,329
2023-02-19,SKU-001,DC-02,152
2023-02-20,SKU-001,DC-02,280
2023-02-21,SKU-001,DC-02,194
2023-02-22,SKU-001,DC-02,604
2023-02-23,SKU-001,DC-02,315
2023-02-24,SKU-001,DC-02,326
2023-02-25,SKU-001,DC-02,226
2023-02-26,SKU-001,DC-02,240
2023-02-27,SKU-001,DC-02,553
2023-02-28,SKU-001,DC-02,279
2023-03-01,SKU-001,DC-02,276
2023-03-02,SKU-001,DC-02,401
2023-03-03,SKU-001,DC-02,653
2023-03-04,SKU-001,DC-02,81
2023-03-05,SKU-001,DC-02,96
2023-03-06,SKU-001,DC-02,119
2023-03-07,SKU-001,DC-02,256
2023-03-08,SKU-001,DC-02,241
2023-03-09,SKU-001,DC-02,356
2023-03-10,SKU-001,DC-02,240
2023-03-11,SKU-001,DC-02,217
2023-03-12,SKU-001,DC-02,166
2023-03-13,SKU-001,DC-02,254
2023-03-14,SKU-001,DC-02,310
2023-03-15,SKU-001,DC-02,114
2023-03-16,SKU-001,DC-02,453
2023-03-17,SKU-001,DC-02,174
2023-03-18,SKU-001,DC-02,86
2023-03-19,SKU-001,DC-02,266
2023-03-20,SKU-001,DC-02,288
2023-03-21,SKU-001,DC-02,152
2023-03-22,SKU-001,DC-02,271
2023-03-23,SKU-001,DC-02,55
2023-03-24,SKU-001,DC-02,380
2023-03-25,SKU-001,DC-02,91
2023-03-26,SKU-001,DC-02,152
2023-03-27,SKU-001,DC-02,237
2023-03-28,SKU-001,DC-02,410
2023-03-29,SKU-001,DC-02,271
2023-03-30,SKU-001,DC-02,218
2023-03-31,SKU-001,DC-02,269
2023-04-01,SKU-001,DC-02,86
2023-04-02,SKU-001,DC-02,94
2023-04-03,SKU-001,DC-02,183
2023-04-04,SKU-001,DC-02,313
2023-04-05,SKU-001,DC-02,348
2023-04-06,SKU-001,DC-02,71
2023-04-07,SKU-001,DC-02,221
2023-04-08,SKU-001,DC-02,158
2023-04-09,SKU-001,DC-02,175
2023-04-10,SKU-001,DC-02,200
2023-04-11,SKU-001,DC-02,359
2023-04-12,SKU-001,DC-02,462
2023-04-13,SKU-001,DC-02,344
2023-04-14,SKU-001,DC-02,174
2023-04-15,SKU-001,DC-02,250
2023-04-16,SKU-001,DC-02,97
2023-04-17,SKU-001,DC-02,357
2023-04-18,SKU-001,DC-02,164
2023-04-19,SKU-001,DC-02,290
2023-04-20,SKU-001,DC-02,244
2023-04-21,SKU-001,DC-02,207
2023-04-22,SKU-001,DC-02,188
2023-04-23,SKU-001,DC-02,184
2023-04-24,SKU-001,DC-02,175
2023-04-25,SKU-001,DC-02,385
2023-04-26,SKU-001,DC-02,109
2023-04-27,SKU-001,DC-02,186
2023-04-28,SKU-001,DC-02,221
2023-04-29,SKU-001,DC-02,66
2023-04-30,SKU-001,DC-02,167
2023-05-01,SKU-001,DC-02,162
2023-05-02,SKU-001,DC-02,295
2023-05-03,SKU-001,DC-02,272
2023-05-04,SKU-001,DC-02,301
2023-05-05,SKU-001,DC-02,152
2023-05-06,SKU-001,DC-02,99
2023-05-07,SKU-001,DC-02,119
2023-05-08,SKU-001,DC-02,341
2023-05-09,SKU-001,DC-02,323
2023-05-10,SKU-001,DC-02,81
2023-05-11,SKU-001,DC-02,170
2023-05-12,SKU-001,DC-02,223
2023-05-13,SKU-001,DC-02,120
2023-05-14,SKU-001,DC-02,65
2023-05-15,SKU-001,DC-02,162
2023-05-16,SKU-001,DC-02,142
2023-05-17,SKU-001,DC-02,89
2023-05-18,SKU-001,DC-02,238
2023-05-19,SKU-001,DC-02,278
2023-05-20,SKU-001,DC-02,151
2023-05-21,SKU-001,DC-02,85
2023-05-22,SKU-001,DC-02,190
2023-05-23,SKU-001,DC-02,101
2023-05-24,SKU-001,DC-02,317
2023-05-25,SKU-001,DC-02,279
2023-05-26,SKU-001,DC-02,263
2023-05-27,SKU-001,DC-02,110
2023-05-28,SKU-001,DC-02,161
2023-05-29,SKU-001,DC-02,107
2023-05-30,SKU-001,DC-02,291
2023-05-31,SKU-001,DC-02,115
2023-06-01,SKU-001,DC-02,88
2023-06-02,SKU-001,DC-02,192
2023-06-03,SKU-001,DC-02,262
2023-06-04,SKU-001,DC-02,296
2023-06-05,SKU-001,DC-02,209
2023-06-06,SKU-001,DC-02,128
2023-06-07,SKU-001,DC-02,252
2023-06-08,SKU-001,DC-02,372
2023-06-09,SKU-001,DC-02,183
2023-06-10,SKU-001,DC-02,125
2023-06-11,SKU-001,DC-02,198
2023-06-12,SKU-001,DC-02,380
2023-06-13,SKU-001,DC-02,229
2023-06-14,SKU-001,DC-02,99
2023-06-15,SKU-001,DC-02,121
2023-06-16,SKU-001,DC-02,138
2023-06-17,SKU-001,DC-02,152
2023-06-18,SKU-001,DC-02,70
2023-06-19,SKU-001,DC-02,330
2023-06-20,SKU-001,DC-02,221
2023-06-21,SKU-001,DC-02,114
2023-06-22,SKU-001,DC-02,162
2023-06-23,SKU-001,DC-02,233
2023-06-24,SKU-001,DC-02,116
2023-06-25,SKU-001,DC-02,101
2023-06-26,SKU-001,DC-02,201
2023-06-27,SKU-001,DC-02,113
2023-06-28,SKU-001,DC-02,175
2023-06-29,SKU-001,DC-02,332
2023-06-30,SKU-001,DC-02,128
2023-07-01,SKU-001,DC-02,63
2023-07-02,SKU-001,DC-02,159
2023-07-03,SKU-001,DC-02,180
2023-07-04,SKU-001,DC-02,133
2023-07-05,SKU-001,DC-02,235
2023-07-06,SKU-001,DC-02,175
2023-07-07,SKU-001,DC-02,229
2023-07-08,SKU-001,DC-02,116
2023-07-09,SKU-001,DC-02,46
2023-07-10,SKU-001,DC-02,192
2023-07-11,SKU-001,DC-02,161
2023-07-12,SKU-001,DC-02,267
2023-07-13,SKU-001,DC-02,269
2023-07-14,SKU-001,DC-02,131
2023-07-15,SKU-001,DC-02,66
2023-07-16,SKU-001,DC-02,103
2023-07-17,SKU-001,DC-02,126
2023-07-18,SKU-001,DC-02,97
2023-07-19,SKU-001,DC-02,119
2023-07-20,SKU-001,DC-02,324
2023-07-21,SKU-001,DC-02,98
2023-07-22,SKU-001,DC-02,146
2023-07-23,SKU-001,DC-02,116
2023-07-24,SKU-001,DC-02,147
2023-07-25,SKU-001,DC-02,141
2023-07-26,SKU-001,DC-02,188
2023-07-27,SKU-001,DC-02,178
2023-07-28,SKU-001,DC-02,140
2023-07-29,SKU-001,DC-02,75
2023-07-30,SKU-001,DC-02,134
2023-07-31,SKU-001,DC-02,175
2023-08-01,SKU-001,DC-02,135
2023-08-02,SKU-001,DC-02,205
2023-08-03,SKU-001,DC-02,110
2023-08-04,SKU-001,DC-02,61
2023-08-05,SKU-001,DC-02,38
2023-08-06,SKU-001,DC-02,80
2023-08-07,SKU-001,DC-02,178
2023-08-08,SKU-001,DC-02,105
2023-08-09,SKU-001,DC-02,213
2023-08-10,SKU-001,DC-02,134
2023-08-11,SKU-001,DC-02,343
2023-08-12,SKU-001,DC-02,186
2023-08-13,SKU-001,DC-02,104
2023-08-14,SKU-001,DC-02,89
2023-08-15,SKU-001,DC-02,354
2023-08-16,SKU-001,DC-02,212
2023-08-17,SKU-001,DC-02,156
2023-08-18,SKU-001,DC-02,147
2023-08-19,SKU-001,DC-02,79
2023-08-20,SKU-001,DC-02,33
2023-08-21,SKU-001,DC-02,89
2023-08-22,SKU-001,DC-02,255
2023-08-23,SKU-001,DC-02,268
2023-08-24,SKU-001,DC-02,168
2023-08-25,SKU-001,DC-02,331
2023-08-26,SKU-001,DC-02,35
2023-08-27,SKU-001,DC-02,64
2023-08-28,SKU-001,DC-02,164
2023-08-29,SKU-001,DC-02,224
2023-08-30,SKU-001,DC-02,161
2023-08-31,SKU-001,DC-02,149
2023-09-01,SKU-001,DC-02,311
2023-09-02,SKU-001,DC-02,97
2023-09-03,SKU-001,DC-02,171
2023-09-04,SKU-001,DC-02,221
2023-09-05,SKU-001,DC-02,220
2023-09-06,SKU-001,DC-02,129
2023-09-07,SKU-001,DC-02,197
2023-09-08,SKU-001,DC-02,211
2023-09-09,SKU-001,DC-02,104
2023-09-10,SKU-001,DC-02,158
2023-09-11,SKU-001,DC-02,240
2023-09-12,SKU-001,DC-02,239
2023-09-13,SKU-001,DC-02,248
2023-09-14,SKU-001,DC-02,177
2023-09-15,SKU-001,DC-02,128
2023-09-16,SKU-001,DC-02,149
2023-09-17,SKU-001,DC-02,106
2023-09-18,SKU-001,DC-02,114
2023-09-19,SKU-001,DC-02,183
2023-09-20,SKU-001,DC-02,138
2023-09-21,SKU-001,DC-02,243
2023-09-22,SKU-001,DC-02,202
2023-09-23,SKU-001,DC-02,186
2023-09-24,SKU-001,DC-02,245
2023-09-25,SKU-001,DC-02,287
2023-09-26,SKU-001,DC-02,281
2023-09-27,SKU-001,DC-02,125
2023-09-28,SKU-001,DC-02,244
2023-09-29,SKU-001,DC-02,187
2023-09-30,SKU-001,DC-02,114
2023-10-01,SKU-001,DC-02,111
2023-10-02,SKU-001,DC-02,223
2023-10-03,SKU-001,DC-02,115
2023-10-04,SKU-001,DC-02,171
2023-10-05,SKU-001,DC-02,222
2023-10-06,SKU-001,DC-02,177
2023-10-07,SKU-001,DC-02,94
2023-10-08,SKU-001,DC-02,138
2023-10-09,SKU-001,DC-02,168
2023-10-10,SKU-001,DC-02,226
2023-10-11,SKU-001,DC-02,109
2023-10-12,SKU-001,DC-02,252
2023-10-13,SKU-001,DC-02,215
2023-10-14,SKU-001,DC-02,265
2023-10-15,SKU-001,DC-02,90
2023-10-16,SKU-001,DC-02,114
2023-10-17,SKU-001,DC-02,134
2023-10-18,SKU-001,DC-02,471
2023-10-19,SKU-001,DC-02,312
2023-10-20,SKU-001,DC-02,155
2023-10-21,SKU-001,DC-02,272
2023-10-22,SKU-001,DC-02,95
2023-10-23,SKU-001,DC-02,278
2023-10-24,SKU-001,DC-02,161
2023-10-25,SKU-001,DC-02,155
2023-10-26,SKU-001,DC-02,423
2023-10-27,SKU-001,DC-02,466
2023-10-28,SKU-001,DC-02,88
2023-10-29,SKU-001,DC-02,163
2023-10-30,SKU-001,DC-02,338
2023-10-31,SKU-001,DC-02,389
2023-11-01,SKU-001,DC-02,318
2023-11-02,SKU-001,DC-02,343
2023-11-03,SKU-001,DC-02,473
2023-11-04,SKU-001,DC-02,117
2023-11-05,SKU-001,DC-02,159
2023-11-06,SKU-001,DC-02,232
2023-11-07,SKU-001,DC-02,239
2023-11-08,SKU-001,DC-02,273
2023-11-09,SKU-001,DC-02,250
2023-11-10,SKU-001,DC-02,368
2023-11-11,SKU-001,DC-02,136
2023-11-12,SKU-001,DC-02,108
2023-11-13,SKU-001,DC-02,302
2023-11-14,SKU-001,DC-02,504
2023-11-15,SKU-001,DC-02,265
2023-11-16,SKU-001,DC-02,319
2023-11-17,SKU-001,DC-02,198
2023-11-18,SKU-001,DC-02,98
2023-11-19,SKU-001,DC-02,238
2023-11-20,SKU-001,DC-02,297
2023-11-21,SKU-001,DC-02,215
2023-11-22,SKU-001,DC-02,50
2023-11-23,SKU-001,DC-02,274
2023-11-24,SKU-001,DC-02,138
2023-11-25,SKU-001,DC-02,169
2023-11-26,SKU-001,DC-02,252
2023-11-27,SKU-001,DC-02,354
2023-11-28,SKU-001,DC-02,497
2023-11-29,SKU-001,DC-02,214
2023-11-30,SKU-001,DC-02,284
2023-12-01,SKU-001,DC-02,434
2023-12-02,SKU-001,DC-02,189
2023-12-03,SKU-001,DC-02,145
2023-12-04,SKU-001,DC-02,248
2023-12-05,SKU-001,DC-02,215
2023-12-06,SKU-001,DC-02,206
2023-12-07,SKU-001,DC-02,234
2023-12-08,SKU-001,DC-02,111
2023-12-09,SKU-001,DC-02,89
2023-12-10,SKU-001,DC-02,68
2023-12-11,SKU-001,DC-02,511
2023-12-12,SKU-001,DC-02,115
2023-12-13,SKU-001,DC-02,340
2023-12-14,SKU-001,DC-02,263
2023-12-15,SKU-001,DC-02,484
2023-12-16,SKU-001,DC-02,225
2023-12-17,SKU-001,DC-02,128
2023-12-18,SKU-001,DC-02,497
2023-12-19,SKU-001,DC-02,168
2023-12-20,SKU-001,DC-02,264
2023-12-21,SKU-001,DC-02,189
2023-12-22,SKU-001,DC-02,310
2023-12-23,SKU-001,DC-02,71
2023-12-24,SKU-001,DC-02,126
2023-12-25,SKU-001,DC-02,380
2023-12-26,SKU-001,DC-02,552
2023-12-27,SKU-001,DC-02,274
2023-12-28,SKU-001,DC-02,228
2023-12-29,SKU-001,DC-02,564
2023-12-30,SKU-001,DC-02,149
2023-12-31,SKU-001,DC-02,133
2024-01-01,SKU-001,DC-02,262
2024-01-02,SKU-001,DC-02,226
2024-01-03,SKU-001,DC-02,146
2024-01-04,SKU-001,DC-02,320
2024-01-05,SKU-001,DC-02,196
2024-01-06,SKU-001,DC-02,216
2024-01-07,SKU-001,DC-02,118
2024-01-08,SKU-001,DC-02,373
2024-01-09,SKU-001,DC-02,311
2024-01-10,SKU-001,DC-02,298
2024-01-11,SKU-001,DC-02,450
2024-01-12,SKU-001,DC-02,236
2024-01-13,SKU-001,DC-02,197
2024-01-14,SKU-001,DC-02,150
2024-01-15,SKU-001,DC-02,425
2024-01-16,SKU-001,DC-02,241
2024-01-17,SKU-001,DC-02,394
2024-01-18,SKU-001,DC-02,197
2024-01-19,SKU-001,DC-02,469
2024-01-20,SKU-001,DC-02,91
2024-01-21,SKU-001,DC-02,120
2024-01-22,SKU-001,DC-02,383
2024-01-23,SKU-001,DC-02,279
2024-01-24,SKU-001,DC-02,277
2024-01-25,SKU-001,DC-02,126
2024-01-26,SKU-001,DC-02,511
2024-01-27,SKU-001,DC-02,244
2024-01-28,SKU-001,DC-02,164
2024-01-29,SKU-001,DC-02,288
2024-01-30,SKU-001,DC-02,309
2024-01-31,SKU-001,DC-02,225
2024-02-01,SKU-001,DC-02,138
2024-02-02,SKU-001,DC-02,456
2024-02-03,SKU-001,DC-02,164
2024-02-04,SKU-001,DC-02,118
2024-02-05,SKU-001,DC-02,406
2024-02-06,SKU-001,DC-02,161
2024-02-07,SKU-001,DC-02,335
2024-02-08,SKU-001,DC-02,218
2024-02-09,SKU-001,DC-02,795
2024-02-10,SKU-001,DC-02,273
2024-02-11,SKU-001,DC-02,404
2024-02-12,SKU-001,DC-02,321
2024-02-13,SKU-001,DC-02,398
2024-02-14,SKU-001,DC-02,485
2024-02-15,SKU-001,DC-02,257
2024-02-16,SKU-001,DC-02,114
2024-02-17,SKU-001,DC-02,112
2024-02-18,SKU-001,DC-02,159
2024-02-19,SKU-001,DC-02,578
2024-02-20,SKU-001,DC-02,318
2024-02-21,SKU-001,DC-02,330
2024-02-22,SKU-001,DC-02,176
2024-02-23,SKU-001,DC-02,371
2024-02-24,SKU-001,DC-02,84
2024-02-25,SKU-001,DC-02,321
2024-02-26,SKU-001,DC-02,368
2024-02-27,SKU-001,DC-02,291
2024-02-28,SKU-001,DC-02,261
2024-02-29,SKU-001,DC-02,250
2024-03-01,SKU-001,DC-02,283
2024-03-02,SKU-001,DC-02,111
2024-03-03,SKU-001,DC-02,147
2024-03-04,SKU-001,DC-02,360
2024-03-05,SKU-001,DC-02,487
2024-03-06,SKU-001,DC-02,269
2024-03-07,SKU-001,DC-02,141
2024-03-08,SKU-001,DC-02,272
2024-03-09,SKU-001,DC-02,170
2024-03-10,SKU-001,DC-02,205
2024-03-11,SKU-001,DC-02,155
2024-03-12,SKU-001,DC-02,128
2024-03-13,SKU-001,DC-02,313
2024-03-14,SKU-001,DC-02,158
2024-03-15,SKU-001,DC-02,267
2024-03-16,SKU-001,DC-02,140
2024-03-17,SKU-001,DC-02,237
2024-03-18,SKU-001,DC-02,251
2024-03-19,SKU-001,DC-02,248
2024-03-20,SKU-001,DC-02,392
2024-03-21,SKU-001,DC-02,378
2024-03-22,SKU-001,DC-02,333
2024-03-23,SKU-001,DC-02,143
2024-03-24,SKU-001,DC-02,198
2024-03-25,SKU-001,DC-02,423
2024-03-26,SKU-001,DC-02,206
2024-03-27,SKU-001,DC-02,160
2024-03-28,SKU-001,DC-02,158
2024-03-29,SKU-001,DC-02,120
2024-03-30,SKU-001,DC-02,141
2024-03-31,SKU-001,DC-02,248
2024-04-01,SKU-001,DC-02,141
2024-04-02,SKU-001,DC-02,242
2024-04-03,SKU-001,DC-02,264
2024-04-04,SKU-001,DC-02,189
2024-04-05,SKU-001,DC-02,148
2024-04-06,SKU-001,DC-02,75
2024-04-07,SKU-001,DC-02,178
2024-04-08,SKU-001,DC-02,337
2024-04-09,SKU-001,DC-02,335
2024-04-10,SKU-001,DC-02,301
2024-04-11,SKU-001,DC-02,238
2024-04-12,SKU-001,DC-02,304
2024-04-13,SKU-001,DC-02,59
2024-04-14,SKU-001,DC-02,64
2024-04-15,SKU-001,DC-02,232
2024-04-16,SKU-001,DC-02,445
2024-04-17,SKU-001,DC-02,220
2024-04-18,SKU-001,DC-02,154
2024-04-19,SKU-001,DC-02,303
2024-04-20,SKU-001,DC-02,177
2024-04-21,SKU-001,DC-02,123
2024-04-22,SKU-001,DC-02,93
2024-04-23,SKU-001,DC-02,269
2024-04-24,SKU-001,DC-02,241
2024-04-25,SKU-001,DC-02,242
2024-04-26,SKU-001,DC-02,90
2024-04-27,SKU-001,DC-02,97
2024-04-28,SKU-001,DC-02,70
2024-04-29,SKU-001,DC-02,241
2024-04-30,SKU-001,DC-02,453
2024-05-01,SKU-001,DC-02,359
2024-05-02,SKU-001,DC-02,423
2024-05-03,SKU-001,DC-02,380
2024-05-04,SKU-001,DC-02,85
2024-05-05,SKU-001,DC-02,115
2024-05-06,SKU-001,DC-02,179
2024-05-07,SKU-001,DC-02,81
2024-05-08,SKU-001,DC-02,91
2024-05-09,SKU-001,DC-02,218
2024-05-10,SKU-001,DC-02,141
2024-05-11,SKU-001,DC-02,112
2024-05-12,SKU-001,DC-02,107
2024-05-13,SKU-001,DC-02,169
2024-05-14,SKU-001,DC-02,278
2024-05-15,SKU-001,DC-02,285
2024-05-16,SKU-001,DC-02,325
2024-05-17,SKU-001,DC-02,248
2024-05-18,SKU-001,DC-02,184
2024-05-19,SKU-001,DC-02,80
2024-05-20,SKU-001,DC-02,275
2024-05-21,SKU-001,DC-02,185
2024-05-22,SKU-001,DC-02,204
2024-05-23,SKU-001,DC-02,204
2024-05-24,SKU-001,DC-02,208
2024-05-25,SKU-001,DC-02,26
2024-05-26,SKU-001,DC-02,91
2024-05-27,SKU-001,DC-02,209
2024-05-28,SKU-001,DC-02,172
2024-05-29,SKU-001,DC-02,172
2024-05-30,SKU-001,DC-02,191
2024-05-31,SKU-001,DC-02,132
2024-06-01,SKU-001,DC-02,162
2024-06-02,SKU-001,DC-02,67
2024-06-03,SKU-001,DC-02,141
2024-06-04,SKU-001,DC-02,247
2024-06-05,SKU-001,DC-02,114
2024-06-06,SKU-001,DC-02,139
2024-06-07,SKU-001,DC-02,146
2024-06-08,SKU-001,DC-02,158
2024-06-09,SKU-001,DC-02,180
2024-06-10,SKU-001,DC-02,217
2024-06-11,SKU-001,DC-02,68
2024-06-12,SKU-001,DC-02,189
2024-06-13,SKU-001,DC-02,173
2024-06-14,SKU-001,DC-02,275
2024-06-15,SKU-001,DC-02,179
2024-06-16,SKU-001,DC-02,91
2024-06-17,SKU-001,DC-02,175
2024-06-18,SKU-001,DC-02,125
2024-06-19,SKU-001,DC-02,148
2024-06-20,SKU-001,DC-02,115
2024-06-21,SKU-001,DC-02,178
2024-06-22,SKU-001,DC-02,82
2024-06-23,SKU-001,DC-02,130
2024-06-24,SKU-001,DC-02,151
2024-06-25,SKU-001,DC-02,76
2024-06-26,SKU-001,DC-02,243
2024-06-27,SKU-001,DC-02,384
2024-06-28,SKU-001,DC-02,173
2024-06-29,SKU-001,DC-02,58
2024-06-30,SKU-001,DC-02,130
2024-07-01,SKU-001,DC-02,98
2024-07-02,SKU-001,DC-02,164
2024-07-03,SKU-001,DC-02,219
2024-07-04,SKU-001,DC-02,243
2024-07-05,SKU-001,DC-02,81
2024-07-06,SKU-001,DC-02,111
2024-07-07,SKU-001,DC-02,109
2024-07-08,SKU-001,DC-02,206
2024-07-09,SKU-001,DC-02,159
2024-07-10,SKU-001,DC-02,177
2024-07-11,SKU-001,DC-02,345
2024-07-12,SKU-001,DC-02,275
2024-07-13,SKU-001,DC-02,69
2024-07-14,SKU-001,DC-02,83
2024-07-15,SKU-001,DC-02,279
2024-07-16,SKU-001,DC-02,286
2024-07-17,SKU-001,DC-02,136
2024-07-18,SKU-001,DC-02,282
2024-07-19,SKU-001,DC-02,423
2024-07-20,SKU-001,DC-02,123
2024-07-21,SKU-001,DC-02,152
2024-07-22,SKU-001,DC-02,262
2024-07-23,SKU-001,DC-02,53
2024-07-24,SKU-001,DC-02,171
2024-07-25,SKU-001,DC-02,259
2024-07-26,SKU-001,DC-02,158
2024-07-27,SKU-001,DC-02,93
2024-07-28,SKU-001,DC-02,135
2024-07-29,SKU-001,DC-02,199
2024-07-30,SKU-001,DC-02,316
2024-07-31,SKU-001,DC-02,244
2024-08-01,SKU-001,DC-02,204
2024-08-02,SKU-001,DC-02,213
2024-08-03,SKU-001,DC-02,28
2024-08-04,SKU-001,DC-02,78
2024-08-05,SKU-001,DC-02,106
2024-08-06,SKU-001,DC-02,65
2024-08-07,SKU-001,DC-02,284
2024-08-08,SKU-001,DC-02,231
2024-08-09,SKU-001,DC-02,206
2024-08-10,SKU-001,DC-02,228
2024-08-11,SKU-001,DC-02,115
2024-08-12,SKU-001,DC-02,203
2024-08-13,SKU-001,DC-02,106
2024-08-14,SKU-001,DC-02,143
2024-08-15,SKU-001,DC-02,131
2024-08-16,SKU-001,DC-02,360
2024-08-17,SKU-001,DC-02,146
2024-08-18,SKU-001,DC-02,271
2024-08-19,SKU-001,DC-02,251
2024-08-20,SKU-001,DC-02,88
2024-08-21,SKU-001,DC-02,52
2024-08-22,SKU-001,DC-02,137
2024-08-23,SKU-001,DC-02,214
2024-08-24,SKU-001,DC-02,72
2024-08-25,SKU-001,DC-02,54
2024-08-26,SKU-001,DC-02,176
2024-08-27,SKU-001,DC-02,130
2024-08-28,SKU-001,DC-02,80
2024-08-29,SKU-001,DC-02,188
2024-08-30,SKU-001,DC-02,184
2024-08-31,SKU-001,DC-02,126
2024-09-01,SKU-001,DC-02,85
2024-09-02,SKU-001,DC-02,281
2024-09-03,SKU-001,DC-02,253
2024-09-04,SKU-001,DC-02,144
2024-09-05,SKU-001,DC-02,457
2024-09-06,SKU-001,DC-02,289
2024-09-07,SKU-001,DC-02,123
2024-09-08,SKU-001,DC-02,226
2024-09-09,SKU-001,DC-02,168
2024-09-10,SKU-001,DC-02,207
2024-09-11,SKU-001,DC-02,375
2024-09-12,SKU-001,DC-02,294
2024-09-13,SKU-001,DC-02,117
2024-09-14,SKU-001,DC-02,87
2024-09-15,SKU-001,DC-02,71
2024-09-16,SKU-001,DC-02,229
2024-09-17,SKU-001,DC-02,95
2024-09-18,SKU-001,DC-02,283
2024-09-19,SKU-001,DC-02,325
2024-09-20,SKU-001,DC-02,145
2024-09-21,SKU-001,DC-02,232
2024-09-22,SKU-001,DC-02,109
2024-09-23,SKU-001,DC-02,242
2024-09-24,SKU-001,DC-02,257
2024-09-25,SKU-001,DC-02,340
2024-09-26,SKU-001,DC-02,282
2024-09-27,SKU-001,DC-02,335
2024-09-28,SKU-001,DC-02,140
2024-09-29,SKU-001,DC-02,119
2024-09-30,SKU-001,DC-02,229
2024-10-01,SKU-001,DC-02,106
2024-10-02,SKU-001,DC-02,227
2024-10-03,SKU-001,DC-02,323
2024-10-04,SKU-001,DC-02,375
2024-10-05,SKU-001,DC-02,211
2024-10-06,SKU-001,DC-02,156
2024-10-07,SKU-001,DC-02,211
2024-10-08,SKU-001,DC-02,98
2024-10-09,SKU-001,DC-02,362
2024-10-10,SKU-001,DC-02,239
2024-10-11,SKU-001,DC-02,162
2024-10-12,SKU-001,DC-02,161
2024-10-13,SKU-001,DC-02,145
2024-10-14,SKU-001,DC-02,185
2024-10-15,SKU-001,DC-02,295
2024-10-16,SKU-001,DC-02,145
2024-10-17,SKU-001,DC-02,261
2024-10-18,SKU-001,DC-02,364
2024-10-19,SKU-001,DC-02,101
2024-10-20,SKU-001,DC-02,222
2024-10-21,SKU-001,DC-02,264
2024-10-22,SKU-001,DC-02,232
2024-10-23,SKU-001,DC-02,215
2024-10-24,SKU-001,DC-02,214
2024-10-25,SKU-001,DC-02,111
2024-10-26,SKU-001,DC-02,205
2024-10-27,SKU-001,DC-02,186
