date,inv_value_fg,cogs,revenue,inv_value_rm,total_inventory_value,accounts_receivable,accounts_payable,avg_inventory_w,avg_cogs_w,avg_revenue_w,avg_ar_w,avg_ap_w,DIO,DSO,DPO,CCC
2023-07-07,52769.409999999996,8801.5,21023.97,39664.79124245984,92434.20124245984,1246796.5000000054,202383.2200000001,123552.92617031741,6840.403833333333,16395.962833333335,1293506.5113333391,208371.22816666678,18.062226906581625,78.89176893616845,30.461831383590603,66.49216445915947
2023-07-08,56305.19,4574.62,10991.72,41800.917590199846,98106.10759019986,1236684.3900000053,199151.71000000008,122678.88886537575,6799.538833333334,16298.103000000001,1291526.2290000059,208009.98716666678,18.042236668164588,79.24396041674333,30.591778687539925,66.694418397368
2023-07-09,51848.72,4456.47,10669.82,41800.917590199846,93649.63759019985,1228345.7900000054,195217.81000000008,121599.26247658911,6756.5886666666665,16191.339166666667,1289487.2431666725,207596.2620000001,17.997138567350376,79.64055535451679,30.725011132343624,66.91268278952354
2023-07-10,44821.71,7027.01,16913.63,96714.70489313095,141536.41489313095,1225845.4600000053,197753.7400000001,121004.78542434117,6735.465166666666,16142.380333333333,1287285.7661666723,207207.21450000012,17.965319755966547,79.74572148498333,30.76360865548734,66.94743258546254
2023-07-11,38163.96,6657.75,16019.04,96954.44893283094,135118.40893283093,1220563.5200000054,199675.7700000001,120527.40508640438,6695.370666666667,16049.568833333333,1284843.5713333392,206850.98883333342,18.00160306082198,80.05470954863591,30.89462841290541,67.16168419655249
2023-07-12,42571.08,6974.55,16763.24,101690.13846297095,144261.21846297095,1212744.0100000054,198714.6700000001,120177.30456328909,6733.707833333334,16141.771666666666,1282458.5868333392,206562.5146666668,17.847121903386572,79.44967958391221,30.675895031283797,66.62090645601498
2023-07-13,56807.3,7502.41,18184.55,101690.13846297095,158497.43846297095,1218862.5400000054,199266.9200000001,120146.86387350714,6776.3585,16248.589000000002,1280342.3496666725,206354.1751666668,17.730299226864567,78.7971404573451,30.452074689771326,66.07536499443835
2023-07-14,58099.31,7794.76,18815.21,93834.72521764095,151934.03521764095,1227217.7400000053,199767.94000000012,120427.83940101867,6776.949333333334,16251.604666666668,1278431.1443333393,206111.28916666677,17.77021392334722,78.66491774535368,30.413579772963736,66.02155189573716
2023-07-15,58772.2,4810.97,11467.08,94208.00272326094,152980.20272326094,1220844.9400000055,196486.94000000012,120911.0298588114,6747.630833333333,16177.711833333333,1276505.8616666724,205790.95366666678,17.91903452416369,78.90521693163669,30.498253201710202,66.32599825409018
2023-07-16,53904.51,4867.69,11545.460000000001,94208.00272326094,148112.51272326094,1216414.4700000056,193031.58000000013,121248.77404594813,6702.189333333333,16068.603166666668,1274644.2261666725,205426.3251666668,18.0909204463857,79.32514188979685,30.650629958330054,66.76543237785249
2023-07-17,46339.15,7565.36,18105.78,78307.25726243095,124646.40726243096,1218549.1400000055,195649.1800000001,121013.08340149732,6698.875,16057.257333333333,1272723.8003333393,205109.60283333345,18.06468748879436,79.26159330406234,30.61851472573133,66.70776606712538
2023-07-18,39549.98,6789.17,16279.29,78593.17832968094,118143.15832968094,1213401.9400000055,198113.17000000013,120821.8287404152,6662.291666666667,15972.413166666667,1270573.9596666724,204790.72383333344,18.13517551999728,79.54802736497409,30.738780899965615,66.94442198500575
2023-07-19,49785.19,6944.26,16822.83,74011.01891111095,123796.20891111095,1208718.7600000056,197369.24000000014,120677.90327553994,6697.671833333333,16060.300166666666,1268531.6943333389,204532.47783333345,18.017888346655575,78.98555326918427,30.537847019527774,66.46559459631207
2023-07-20,58807.52,9907.91,23358.64,68636.76887348095,127444.28887348095,1219950.2500000056,200249.41000000015,120670.16514337082,6787.417666666666,16269.160333333333,1266792.0026666725,204394.88700000013,17.778508862949128,77.86462095841449,30.11379246687488,65.52933735448873
2023-07-21,52463.92,8953.8,21300.91,60026.22344025095,112490.14344025095,1229320.2000000055,201322.84000000014,120843.96879754604,6805.6804999999995,16310.958333333334,1265213.679833339,204225.8031666668,17.756338811019127,77.56832271760074,30.008138519971194,65.31652300864866
2023-07-22,54454.36,4784.09,11429.26,60693.031794320945,115147.39179432095,1222424.2300000056,198224.29000000012,121248.36040781108,6763.373500000001,16210.445666666667,1263582.0891666724,203962.62333333344,17.927201626201935,77.94863356316972,30.15693622913675,65.71889896023491
2023-07-23,49743.36,4711.0,11227.72,60693.031794320945,110436.39179432095,1216788.6400000055,194600.0900000001,121561.83529333145,6710.532166666667,16083.580333333333,1261928.112333339,203655.5510000001,18.11508122964785,78.46064658364556,30.3486438842543,66.22708392903911
2023-07-24,41573.21,8170.15,19462.69,44701.07529672095,86274.28529672095,1219175.6800000055,198123.8000000001,121366.52696564284,6708.043833333332,16074.708333333334,1260195.7678333388,203401.43683333343,18.09268543573811,78.39618248127915,30.32201963597785,66.16684828103942
2023-07-25,35159.31,6413.9,15457.04,39862.791190020944,75022.10119002094,1214781.5600000056,200435.1400000001,121071.42560470056,6680.527833333333,16008.247333333333,1258258.807833339,203187.21883333343,18.123032883808893,78.60066012431712,30.41484503956488,66.30884796856112
2023-07-26,38989.92,7008.47,16925.25,39188.16968602095,78178.08968602095,1210119.0800000057,199825.7200000001,120786.76782677493,6720.704333333333,16106.375833333332,1256448.7375000056,203034.46050000013,17.972337694978933,78.00940140113286,30.210294997354712,65.77144409875709
2023-07-27,55472.15,8012.65,19232.37,31187.301738800947,86659.45173880094,1218120.3800000057,201364.86000000007,120703.31431186231,6782.073,16253.428666666667,1254930.7615000058,203007.50783333342,17.797407121961427,77.21021744007034,29.932958231698983,65.07466633033278
2023-07-28,56291.979999999996,8601.44,20520.75,24759.921026300948,81051.90102630094,1226865.6200000057,203332.99000000008,119476.9035646167,6790.195333333333,16273.106333333331,1253588.547333339,202961.7130000001,17.595503177662643,77.03437325703001,29.89040860189296,64.73946783279969
2023-07-29,57883.36,4762.61,11389.81,25758.773094380947,83642.13309438094,1219621.1600000057,200812.75000000006,118381.67829818658,6767.368666666666,16214.4815,1252274.3686666721,202843.54066666678,17.49301451261065,77.23184788034524,29.973768337137063,64.75109405581883
2023-07-30,53295.27,4588.09,10960.97,26825.494752320945,80120.76475232095,1214681.4800000058,197332.65000000005,117058.69879147713,6729.145333333334,16122.393,1250961.6136666723,202676.26133333344,17.395775093698447,77.59155937128392,30.119168377796978,64.86816608718539
2023-07-31,45111.03,8184.24,19417.43,91587.16634497094,136698.19634497096,1216006.9300000058,200919.75000000003,116707.09652154836,6737.841333333333,16136.962666666666,1249570.3675000058,202551.47000000012,17.321140517835737,77.43528898912199,30.061774977980107,64.69465452897761
2023-08-01,38003.3,7107.73,17027.57,87794.31154991096,125797.61154991096,1214247.9700000058,203920.10000000003,116222.0399839749,6714.422833333333,16079.881,1248031.828833339,202444.2210000001,17.30931203900324,77.6144940894363,30.150651221275254,64.77315490716428
2023-08-02,46234.02,8797.94,20938.91,88504.92544595985,134738.94544595983,1213816.9400000058,205671.95000000004,115841.96984466891,6783.6695,16241.975333333334,1246656.469833339,202439.1520000001,17.07659399454365,76.7552249186607,29.84213072290743,63.98968819029693
2023-08-03,54006.68,8394.37,20177.79,91190.01594502984,145196.69594502985,1222445.1200000057,208059.99000000005,115726.66371368078,6833.107499999999,16364.593833333334,1245474.4941666722,202533.07916666675,16.936169043686316,76.10787697215821,29.63996675987708,63.404079255967446
2023-08-04,48235.75,8393.17,20252.71,101170.25645912984,149406.00645912986,1231870.8000000056,209148.60000000006,116133.28058788832,6830.545666666667,16363.4145,1244399.600833339,202587.43316666677,17.002050239503312,76.04767335285302,29.65904088092134,63.390682711435005
2023-08-05,51824.89,4309.67,10467.48,101766.17060164985,153591.06060164986,1223545.2500000056,205867.7500000001,116792.43105813318,6775.333166666666,16235.388,1243266.2238333388,202543.0236666668,17.23788752304159,76.57754922970358,29.894179176773097,63.92125757597208
2023-08-06,47308.3,4516.59,10829.68,101766.17060164985,149074.47060164984,1216914.9100000055,201582.84000000008,117403.92084921204,6732.767666666667,16131.689333333334,1242114.6516666722,202435.38750000013,17.43769080737308,76.99842378566379,30.067187451341848,64.36892714169502
2023-08-07,38891.12,8417.18,20084.76,90352.36651197984,129243.48651197983,1218160.0300000056,205425.40000000008,117460.69956367605,6742.951833333334,16154.143000000002,1240881.2216666723,202378.80050000007,17.419774375818154,76.81504501146685,30.013383678577373,64.22143570870763
2023-08-08,31580.0,7311.12,17561.74,84746.41757130984,116326.41757130984,1215726.7600000056,208280.05000000008,117467.3890117181,6724.964333333333,16111.553000000002,1239468.9640000055,202347.17616666676,17.467362381309993,76.93044636975749,30.088959009596742,64.30884974147074
2023-08-09,36552.4,7122.85,17148.32,82437.69237035984,118990.09237035984,1213430.3800000057,208375.89000000007,117458.1905946703,6768.827166666667,16217.346666666666,1238201.3340000056,202380.53816666678,17.352812784627947,76.35042645693822,29.898907622179664,63.8043316193865
2023-08-10,53171.659999999996,9351.83,22233.47,81971.25883544983,135142.91883544982,1224626.3100000056,211069.97000000006,117797.13461870732,6845.762333333333,16400.190833333334,1237225.587166672,202530.92983333344,17.207307073038518,75.4397067534126,29.584861403553464,63.062152422897654
2023-08-11,53836.95,8753.16,20938.37,77344.32361240983,131181.27361240983,1235155.4800000058,212848.58000000007,118416.28478562468,6859.3875,16434.127,1236435.8193333386,202656.6095000001,17.26339046826334,75.23586858817256,29.544417704933583,62.954841351502324
2023-08-12,55274.13,4763.77,11419.36,87154.95838682984,142429.08838682983,1227234.7500000058,210109.94000000006,119372.0960018669,6822.947666666666,16347.675666666668,1235626.2475000056,202703.19866666675,17.49567809013928,75.58421592737366,29.709036118944304,63.37085789856864
2023-08-13,50449.43,4824.7,11481.380000000001,87154.95838682984,137604.38838682984,1223808.8300000057,207139.88000000006,120257.12606194575,6781.7970000000005,16249.696,1234869.239833339,202708.04633333342,17.73233938762038,75.99337488118786,29.890019759266373,63.835694509541874
2023-08-14,42948.1,7501.33,18083.2,73536.44231283983,116484.54231283983,1225405.7500000056,209830.24000000005,120589.66975999877,6771.953,16228.147,1234036.7970000056,202732.36850000007,17.8072218989114,76.04298858027386,29.93706077109514,63.91314970809011
2023-08-15,35005.76,7942.34,19008.74,57677.87403621672,92683.63403621672,1225871.2400000056,212904.89000000004,120585.18133480308,6765.607833333333,16214.678000000002,1233081.6103333388,202795.7870000001,17.823259092951627,76.04724622550869,29.97451108544154,63.895994233018776
2023-08-16,45735.65,7513.57,18173.4,55574.93411461672,101310.58411461672,1223592.1700000055,212853.10000000006,120680.61775803972,6808.3713333333335,16321.921166666667,1232226.3895000056,202905.2833333334,17.725328400816718,75.4951808011738,29.802323257534827,63.4181859444557
2023-08-17,53906.74,9332.02,22189.63,48663.74259438672,102570.48259438672,1234568.5500000054,215395.95000000004,120843.76964780588,6891.818666666667,16518.733333333334,1231670.684833339,203134.81033333344,17.534380327254578,74.56205388024136,29.474775840494175,62.62165836700177
2023-08-18,48281.43,8839.39,21141.3,44668.88129621672,92950.31129621672,1242889.1700000055,217291.08000000002,119833.65574963352,6911.005333333333,16566.4875,1231233.6680000054,203348.14383333345,17.339540337445385,74.3207434889264,29.423815208554338,62.236468617817444
2023-08-19,52532.68,4993.36,11933.35,44668.88129621672,97201.56129621672,1234499.0500000056,212376.53,119056.69488286549,6877.099,16486.097,1230741.2560000054,203437.82516666676,17.312051910677088,74.6532824597602,29.5819247573238,62.383409613113486
2023-08-20,47567.19,4965.49,11852.19,44668.88129621672,92236.07129621672,1228202.1700000055,208388.22,118053.18891238583,6828.517666666667,16371.093499999999,1230151.082666672,203460.66233333343,17.288260011197035,75.14165639984111,29.795729068187725,62.634187342850424
2023-08-21,38931.74,8635.45,20634.4,91311.36058269785,130243.10058269784,1231784.9700000053,212239.58000000002,117573.61351903969,6841.0644999999995,16399.41866666667,1229506.451333339,203538.35333333342,17.18645007937576,74.97256313313254,29.7524388687365,62.406574343771794
2023-08-22,30908.87,8022.87,19059.39,91909.44678747783,122818.31678747783,1232106.8200000052,215551.45,117234.6661649632,6835.859,16384.322333333334,1228725.3163333389,203663.68016666675,17.149953819258588,74.99396626453937,29.79342905795259,62.35049102584536
2023-08-23,34638.94,7328.99,17645.33,91858.40079677785,126497.34079677785,1229635.0100000054,214710.29,116920.66464461721,6880.568166666667,16493.497166666664,1228031.5391666724,203836.20450000008,16.992879339681064,74.45549762778766,29.624908810219633,61.823468157249096
2023-08-24,53208.84,8388.02,20150.63,87639.49390797784,140848.33390797785,1238984.9400000053,216684.41,116914.22234279124,6951.992500000001,16663.1275,1227617.629333339,204107.66916666675,16.81736888277587,73.67270215830366,29.359592831359745,61.13047820971978
2023-08-25,54711.17,8347.59,20131.15,85287.07611312784,139998.24611312785,1247853.2700000051,218023.53,117447.55155093042,6964.154166666666,16693.211,1227407.4025000057,204351.11900000006,16.864582365663754,73.52734009652221,29.34327904142464,61.04864342076132
2023-08-26,54755.01,5090.95,12160.789999999999,85422.44370570785,140177.45370570786,1241111.8600000052,215101.83000000002,118108.91181858628,6941.1115,16633.488666666668,1227208.3915000053,204510.1575000001,17.01584995696817,73.77937461545982,29.463603559746893,61.33162101268109
2023-08-27,49503.49,5251.5199999999995,12418.07,86195.82244470785,135699.31244470784,1236923.4900000053,211751.91,118602.66920468147,6918.081666666667,16574.1735,1227041.6706666723,204638.04383333342,17.14386659760663,74.03335500661147,29.580171743178333,61.59704986103977
2023-08-28,41700.27,7803.22,18767.0,76024.53878001784,117724.80878001783,1238330.3300000054,214792.52000000002,118584.22806884497,6926.7545,16593.51583333333,1226813.195833339,204797.42966666675,17.119738842894602,73.93328865055204,29.566145251238044,61.48688224220861
2023-08-29,34360.99,7339.28,17670.15,78438.40505899784,112799.39505899785,1236624.3400000054,217543.71000000002,118454.37777837049,6914.606000000001,16566.141,1226441.644666672,204982.8903333334,17.13103794755196,74.03303187306398,29.64491257106094,61.51915724955499
2023-08-30,43722.37,8109.75,19345.06,80201.03246190785,123923.40246190786,1236152.5200000056,217469.22000000003,118461.25428246784,6973.1495,16705.814666666665,1226215.522666672,205218.19850000006,16.988199418708554,73.4005223410838,29.429771798238377,60.958949961553984
2023-08-31,50976.89,9074.51,21713.0,82849.24847023784,133826.13847023784,1246126.7100000056,219436.00000000003,118701.63272003736,7055.9349999999995,16902.751166666665,1226310.0363333388,205559.71066666674,16.822948726148606,72.55091341294207,29.132880428556494,60.240981710534186
2023-09-01,44079.46,9274.07,22238.79,77594.39944809784,121673.85944809785,1257984.6000000057,219912.13000000003,119085.28604074489,7093.067999999999,16990.882999999998,1226578.987333339,205869.10916666675,16.788967205833202,72.19042043508504,29.023986400055204,59.95540124086304
2023-09-02,49726.65,4560.26,11065.77,77594.39944809784,127321.04944809785,1250774.3200000057,216078.02000000005,119633.83886820103,7068.966833333334,16933.761333333336,1226851.8183333387,206104.96850000005,16.923808201231626,72.45004781768932,29.15630718878509,60.217548830135854
2023-09-03,45490.69,4235.96,10316.81,77594.39944809784,123085.08944809785,1244334.3500000057,211920.81000000003,120243.84921415467,7017.8235,16814.014666666666,1227079.8056666723,206292.2463333334,17.134065741914807,72.97958459018864,29.395473729616224,60.71817660248722
2023-09-04,37844.48,7646.21,18407.81,114939.65486401784,152784.13486401783,1243989.7600000058,215257.35,121166.01194862027,7018.751666666666,16815.866,1227192.8888333389,206535.6648333334,17.263185492665283,72.9782747337151,29.426267610265942,60.815192616114444
2023-09-05,30690.2,7154.28,17292.53,114606.88125556783,145297.08125556784,1242347.400000006,217895.04,122047.05994883877,6991.298,16753.675333333333,1227118.7371666722,206794.1951666667,17.456995818063938,73.24474855527257,29.578798553096536,61.12294582023998
2023-09-06,35911.25,6918.45,16795.34,106064.40029520783,141975.65029520783,1239177.5700000061,216396.31000000003,122778.21899392222,7030.361833333333,16850.402333333335,1227160.290166672,207081.60516666673,17.4639971461766,72.82676495736325,29.45532677775168,60.83543532578817
2023-09-07,54558.88,8902.14,21416.14,94169.35168066784,148728.23168066784,1249498.870000006,217987.33000000002,123696.19556209669,7104.4563333333335,17029.50766666667,1227512.8415000057,207461.09716666673,17.411071271101722,72.08152258580692,29.20154441562008,60.291049441288564
2023-09-08,55941.77,9705.2,23278.6,93135.93269530784,149077.70269530785,1262804.660000006,220569.68000000002,123821.88369213298,7149.092833333333,17135.590500000002,1228128.8281666723,207841.36283333338,17.319943463987702,71.67122884774074,29.072410679051895,59.918761632676535
2023-09-09,56216.98,4968.87,11972.039999999999,93618.22584166784,149835.20584166783,1256450.560000006,216186.72000000003,124067.1636406136,7120.944833333333,17068.1405,1228726.9455000055,208116.5453333334,17.422851397451065,71.98950263504132,29.22597354765821,60.186380484834174
2023-09-10,51549.65,4667.33,11300.01,93618.22584166784,145167.87584166785,1252006.4400000062,212100.89,124082.2745969252,7082.491166666666,16977.086666666666,1229381.3193333389,208339.64900000006,17.519580565227,72.41415111269615,29.416153737054916,60.517577940868236
2023-09-11,43870.19,7679.46,18467.58,82836.88517596784,126707.07517596784,1254497.0400000063,215016.58000000002,123552.43520880847,7085.442,16981.80383333333,1229975.2276666723,208602.1433333334,17.437505692490106,72.42900929360474,29.440949955321546,60.4255650307733
2023-09-12,36304.909999999996,7565.28,18159.14,77893.20481383784,114198.11481383783,1255049.7200000063,217757.16,122923.50320207843,7081.617333333333,16970.869333333332,1230439.0940000054,208901.96366666674,17.358111490079352,72.50300911711332,29.4991883680809,60.36193223911177
2023-09-13,45257.86,7967.0199999999995,19063.05,73667.55401515673,118925.41401515673,1254800.1300000064,218222.85,122355.9233902767,7134.2181666666675,17097.468833333332,1231005.013833339,209264.2288333334,17.15057214846084,71.99925473373953,29.33246838610604,59.81735849609433
2023-09-14,52553.98,9315.19,22292.3,69523.39211470673,122077.37211470673,1266127.7900000066,219595.7,121922.00438013412,7208.3431666666675,17276.582833333334,1231833.5691666722,209706.96416666673,16.914012216279396,71.30076480112606,29.092255920390773,59.12252109701468
2023-09-15,45360.34,9587.53,22854.91,68433.39402051673,113793.73402051673,1279085.8900000064,221669.66,121741.12649276889,7242.045999999999,17355.735,1232842.5150000055,210140.63883333336,16.810322178672838,71.03372545155854,29.016750077717454,58.82729755251392
2023-09-16,49819.55,4957.29,11954.02,70543.89909214673,120363.44909214674,1274089.0300000065,217294.93000000002,121778.13133881,7211.514666666667,17283.64716666667,1233853.966500006,210460.33483333336,16.886623263999923,71.38851855756596,29.183929390885247,59.091212430680635
2023-09-17,44245.54,5574.01,13312.1,70543.89909214673,114789.43909214673,1272908.0600000066,214029.55000000005,121628.0185084939,7188.677166666666,17225.135,1234923.7881666725,210738.0066666667,16.9193880443642,71.69312682696957,29.315269246453624,59.29724562488015
2023-09-18,34926.409999999996,9319.13,22193.4,51462.26012403673,86388.67012403673,1277599.8500000064,218355.32000000007,120943.75819600318,7178.864166666667,17205.714333333333,1235884.6148333391,211039.77183333336,16.847199694566793,71.8298927257562,29.397376372330026,59.27971604799296
2023-09-19,27419.38,7507.03,18018.68,51723.792080786734,79143.17208078674,1277321.8000000063,220896.86000000007,120387.9753400121,7154.751333333334,17151.0105,1236684.6415000057,211366.00550000003,16.826297621153582,72.10564307566634,29.542047745987354,59.38989295083257
2023-09-20,32064.86,7541.43,18132.73,54027.17795651673,86092.03795651672,1274430.5600000063,219802.84000000005,119903.71944271536,7200.706999999999,17262.735,1237551.4136666725,211725.64800000004,16.651659266613038,71.68918561668661,29.403452744293034,58.93739213900662
2023-09-21,52331.1,8475.11,20435.58,44347.22452876673,96678.32452876674,1283874.4200000064,220255.08000000007,119674.4183216228,7263.442166666666,17416.199333333334,1238669.5100000058,212153.23116666672,16.4762678046549,71.12168885373761,29.208359659044127,58.38959699934838
2023-09-22,53219.47,9562.18,22879.47,42076.31815619807,95295.78815619808,1296084.0700000064,222488.27000000008,119824.77670261408,7286.6426666666675,17473.145666666667,1239951.3165000058,212559.30566666668,16.44444254838544,70.96325642528394,29.17108953881275,58.23660943485663
2023-09-23,55649.89,5034.15,12159.7,43429.65814382807,99079.54814382807,1291330.1400000064,219134.40000000008,120225.7341518442,7263.646833333333,17418.19,1241227.1261666724,212870.96000000002,16.551704248631793,71.26039652608408,29.30634774575242,58.505753028963454
2023-09-24,50499.84,5150.05,12321.14,44453.47003682807,94953.31003682807,1287632.2400000063,215936.86000000007,120505.321157691,7232.673166666666,17341.454833333333,1242519.0121666724,213139.47900000002,16.661242445333457,71.65021759179811,29.468976972760125,58.84248306437144
2023-09-25,41601.38,8898.46,21208.28,97386.04048914806,138987.42048914806,1292077.2800000063,219744.37000000005,121377.45397019679,7247.4366666666665,17374.386666666665,1243751.6271666724,213445.8041666667,16.747639138186805,71.58535440867395,29.451213440522196,58.88178010633857
2023-09-26,33757.63,7843.75,18734.9,94109.90170291805,127867.53170291806,1292627.6300000062,222336.60000000006,122157.71448147373,7234.8085,17344.6225,1244847.6606666723,213762.53100000002,16.88471982105314,71.77138970114063,29.546397945432837,59.10971157676094
2023-09-27,42689.86,9037.01,21537.57,88272.57179118806,130962.43179118806,1295349.9900000063,223570.39000000007,122946.3861264205,7306.048500000001,17513.751833333336,1246109.8078333393,214141.82500000004,16.828027644002155,71.15036342251123,29.31021125852094,58.668179807992445
2023-09-28,49748.18,9550.8,22849.78,92786.53809679806,142534.71809679805,1306732.6900000062,225781.91000000006,123986.61868216177,7388.760333333334,17711.898666666664,1247643.9946666728,214615.97933333335,16.78043583614614,70.44100794313523,29.046277000638945,58.17516677864243
2023-09-29,43047.82,9039.24,21784.94,85311.18677914806,128359.00677914807,1316972.1700000062,226711.40000000005,123847.63218939808,7403.010333333334,17751.357166666665,1249326.7486666727,215045.8401666667,16.72936097789202,70.37922435658311,29.048431716809258,58.06015361766586
2023-09-30,46168.25,4987.14,12035.73,86515.10190059806,132683.35190059806,1310902.1200000062,222624.03000000006,123962.39452857619,7367.667166666667,17668.159833333335,1250937.6511666726,215357.57233333337,16.825189266069973,70.80180748685623,29.230089723334636,58.39690702959157
2023-10-01,41180.59,4987.66,11991.48,86515.10190059806,127695.69190059806,1306614.310000006,218337.62000000005,123845.00696948683,7304.1625,17519.036,1252484.274000006,215568.66683333338,16.955401385098813,71.49276215883145,29.513125814675313,58.93503772925495
2023-10-02,33185.67,7994.92,19408.260000000002,72463.70767966917,105649.37767966917,1309199.740000006,221772.28000000006,123185.88499839748,7297.505000000001,17506.210499999997,1253930.1843333393,215797.20500000005,16.880548214546952,71.62773373102874,29.57136788532519,58.9369140602505
2023-10-03,24952.37,8233.3,19685.04,67001.37959669917,91953.74959669917,1305526.1400000062,225769.62000000005,122228.34738402364,7294.8405,17496.749333333333,1255157.7733333393,216074.22200000007,16.755451662585855,71.73662658252287,29.62014344247829,58.871934802630435
2023-10-04,30492.71,6586.62,16046.61,68473.46931024917,98966.17931024916,1300271.8400000064,224710.03000000006,121317.93269583363,7332.789666666667,17589.734833333336,1256436.5498333394,216388.26000000004,16.544581013597004,71.43010180303206,29.509677740199745,58.46500507642932
2023-10-05,52133.44,9310.11,22405.33,66474.39096912918,118607.83096912918,1311247.9100000064,226865.86000000007,120810.15536862495,7412.681666666666,17782.662333333334,1258008.766500006,216809.64366666667,16.297766557531244,70.74355588149967,29.24847624869902,57.7928461903319
2023-10-06,54836.57,9623.61,23098.69,63910.88826291917,118747.45826291917,1323118.8800000064,229571.02000000008,120635.22156447395,7432.788833333333,17832.8945,1259758.0806666727,217212.07066666672,16.230142449825724,70.64237836805869,29.223495452009914,57.64902536587449
2023-10-07,54987.99,5657.08,13498.2,73952.27255671917,128940.26255671916,1317154.3900000064,226325.96000000008,120845.45231423077,7405.2215,17765.168833333333,1261448.5411666727,217512.83583333337,16.318951744283513,71.00684226539846,29.37290070706641,57.952893302615564
2023-10-08,49875.08,5112.91,12325.55,73952.27255671917,123827.35255671917,1314022.9000000064,221733.67000000007,120926.07331733676,7371.722500000001,17684.78933333333,1263125.0831666726,217735.46550000002,16.40404577320114,71.4243782811628,29.536579205199327,58.29184484916462
2023-10-09,41461.54,8413.539999999999,20234.12,53785.55790395917,95247.09790395916,1317331.7700000065,225178.34000000008,120261.14296847857,7356.084333333333,17651.466833333332,1264670.1741666726,217970.605,16.348526949796874,71.64674676092345,29.631335792642943,58.36393791807738
2023-10-10,33723.7,7737.84,18532.18,52071.86187821228,85795.56187821228,1316631.5800000064,228248.8500000001,119504.71443957528,7339.162333333333,17611.363666666668,1266028.109166673,218227.2761666667,16.283154536152374,71.887000525854,29.734629955725655,58.435525106280735
2023-10-11,43964.67,8991.22,21540.670000000002,47565.905861260944,91530.57586126094,1317651.5000000063,229560.6100000001,118656.40589748247,7409.619833333333,17780.052166666665,1267535.055000006,218551.45400000003,16.01383182490525,71.28972643715468,29.49563660699732,57.807921655062614
2023-10-12,49203.659999999996,10980.539999999999,26153.67,38063.98379417095,87267.64379417094,1332415.3600000062,232975.8700000001,117817.46015427148,7512.217166666666,18024.590333333337,1269345.1638333395,218982.0538333334,15.68344704903541,70.42296886414705,29.150122923097083,56.95629299008537
2023-10-13,41488.51,9859.52,23651.46,37241.875172130945,78730.38517213095,1345105.8500000061,234868.3700000001,117188.22420192634,7551.520333333333,18117.39466666667,1271340.165500006,219399.35600000006,15.518494161320497,70.1723503235862,29.053666853222193,56.63717763168451
2023-10-14,47397.32,5584.62,13463.98,37551.787739850944,84949.10773985094,1339152.4000000062,231137.8000000001,117059.31543032025,7512.225,18024.982,1273228.1848333394,219703.23783333338,15.582509233991294,70.6368630400485,29.246093911368916,56.97327836267087
2023-10-15,42252.09,5145.23,12340.19,38303.64493275095,80555.73493275094,1334465.020000006,226695.50000000012,116713.40127728916,7472.752666666666,17927.761833333334,1275076.0656666725,219933.94450000007,15.618528604312944,71.12299223519949,29.431449736192715,57.310071103319714
2023-10-16,33854.59,8397.5,20272.8,102704.44514451094,136559.03514451094,1333798.9100000062,230135.7100000001,117279.87715312456,7457.177333333332,17895.81466666667,1276729.905000006,220179.60716666668,15.727113881131329,71.34237411265133,29.525864455773533,57.54362353800913
2023-10-17,26192.55,7662.04,18424.32,91028.76396739096,117221.31396739096,1332045.4400000062,232223.7400000001,117684.39386431078,7437.554833333334,17850.53166666667,1278215.8428333395,220428.48483333335,15.822995124268209,71.60659787070801,29.63722483704266,57.79236815793356
2023-10-18,31882.83,7652.5199999999995,18543.08,89426.09181560096,121308.92181560096,1330335.8100000063,230557.1300000001,118086.18320630053,7481.874166666666,17960.69383333333,1279813.122166673,220731.4948333334,15.782968354693732,71.25632974108507,29.502166157343165,57.537131938435635
2023-10-19,52837.7,9775.02,23322.19,85640.12796950096,138477.82796950097,1343190.5200000063,232825.12000000008,118856.87915085527,7562.032999999999,18151.860500000003,1281729.5946666726,221138.77650000004,15.71758271232819,70.61147228774,29.243296941444193,57.085758058624
2023-10-20,54677.25,9680.789999999999,23253.510000000002,95710.66732705096,150387.91732705096,1355614.3500000064,234964.4800000001,119192.62609659447,7579.455333333332,18195.512333333336,1283793.4176666727,221517.52483333336,15.725750842861068,70.55549709995374,29.226047927102595,57.05520001571222
2023-10-21,54939.1,5743.98,13690.960000000001,95710.66732705096,150649.76732705097,1349220.5500000063,232233.3500000001,119656.48360558736,7541.4738333333335,18106.038500000002,1285745.3131666728,221795.55650000004,15.866458765222442,71.01196173678039,29.410107546838272,57.46831295516456
2023-10-22,49841.05,5098.05,12256.91,95710.66732705096,145551.71732705098,1343915.7200000063,227769.2200000001,119974.05654775859,7504.2915,18016.231499999998,1287649.9916666725,222013.20533333338,15.987392886824637,71.4716610777716,29.58483227008617,57.87422169451007
2023-10-23,41436.46,8404.59,20207.07,82276.23693961096,123712.69693961096,1346974.4700000063,231139.6600000001,119688.46259828581,7504.567666666666,18017.172166666667,1289449.8171666728,222254.12616666674,15.948748537495474,71.5678245863836,29.615846780069912,57.900726343809154
